ID;GL_ITEM;GL_ITEM_NAME;BalanceInSQL;BalanceInPL;Difference;BalanceDate
9125;7650;Other commission incomes;13400,29;13400,29;0;2014-10-14 00:00:00.000
9126;7700;Other operating income;91119,16;91119,16;0;2014-10-14 00:00:00.000
9127;7850;Foreign exchange income;1980162,71;1980162,71;0;2014-10-14 00:00:00.000
9128;7870;Securities income;15960;15960;0;2014-10-14 00:00:00.000
9129;5010;Interest payable banks;-21454266,73;-21454266,34;-0,39;2014-10-15 00:00:00.000
9130;5100;Interest payable non-banks;-1323597,22;-1323597,22;0;2014-10-15 00:00:00.000
9131;5500;Commission payable;-1005422,54;-1005422,54;0;2014-10-15 00:00:00.000
9132;6000;Wages and salaries;-2602478,57;-2602478,57;0;2014-10-15 00:00:00.000
9133;6100;Social contributions;-322328,42;-322328,42;0;2014-10-15 00:00:00.000
9134;6150;Other personnel expenses;-84138,58;-84138,58;0;2014-10-15 00:00:00.000
9135;6400;Depreciation of intangible and tangible assets;-237162,54;-237162,54;0;2014-10-15 00:00:00.000
9136;6500;Room  maintenance costs and rental fees;-517078,4;-517078,4;0;2014-10-15 00:00:00.000
9137;6600;Office operating costs;-271189,99;-271189,99;0;2014-10-15 00:00:00.000
9138;6700;Administrative expenses;-716740,18;-716740,18;0;2014-10-15 00:00:00.000
9139;6870;Security expenses;0;0;0;2014-10-15 00:00:00.000
9140;6900;Taxes on income and profit;-1832882,66;-1832882,66;0;2014-10-15 00:00:00.000
9141;6950;Other taxes;-140475,06;-140475,06;0;2014-10-15 00:00:00.000
9142;7010;Interest income banks;30680600,11;30680978,88;-378,77;2014-10-15 00:00:00.000
9143;7100;Interest income non-banks;5960177,31;5960177,31;0;2014-10-15 00:00:00.000
9144;7210;Interest income floating rate securities;52321,09;52321,09;0;2014-10-15 00:00:00.000
9145;7300;Interest-related income;734630,16;734630,16;0;2014-10-15 00:00:00.000
9146;7500;Commission income documentary business;410166,67;410166,67;0;2014-10-15 00:00:00.000
9147;7600;Commission income payments;1892491,79;1892460,41;31,38;2014-10-15 00:00:00.000
9148;7650;Other commission incomes;16416,83;16416,83;0;2014-10-15 00:00:00.000
9149;7700;Other operating income;91189,03;91189,03;0;2014-10-15 00:00:00.000
9150;7850;Foreign exchange income;1753291,59;1753291,59;0;2014-10-15 00:00:00.000
9151;7870;Securities income;15960;15960;0;2014-10-15 00:00:00.000
9152;5010;Interest payable banks;-21534739,23;-21534738,84;-0,39;2014-10-16 00:00:00.000
9153;5100;Interest payable non-banks;-1330263,75;-1330263,75;0;2014-10-16 00:00:00.000
9154;5500;Commission payable;-1005423,78;-1005423,78;0;2014-10-16 00:00:00.000
9155;6000;Wages and salaries;-2602478,57;-2602478,57;0;2014-10-16 00:00:00.000
9156;6100;Social contributions;-322328,42;-322328,42;0;2014-10-16 00:00:00.000
9157;6150;Other personnel expenses;-84138,58;-84138,58;0;2014-10-16 00:00:00.000
9158;6400;Depreciation of intangible and tangible assets;-237162,54;-237162,54;0;2014-10-16 00:00:00.000
9159;6500;Room  maintenance costs and rental fees;-517076,26;-517076,26;0;2014-10-16 00:00:00.000
9160;6600;Office operating costs;-271989,99;-271989,99;0;2014-10-16 00:00:00.000
9161;6700;Administrative expenses;-717193,58;-717193,58;0;2014-10-16 00:00:00.000
9162;6870;Security expenses;0;0;0;2014-10-16 00:00:00.000
9163;6900;Taxes on income and profit;-1832882,66;-1832882,66;0;2014-10-16 00:00:00.000
9164;6950;Other taxes;-140707,04;-140707,04;0;2014-10-16 00:00:00.000
9165;7010;Interest income banks;30844583,78;30844962,38;-378,6;2014-10-16 00:00:00.000
9166;7100;Interest income non-banks;5973812,67;5973812,67;0;2014-10-16 00:00:00.000
9167;7210;Interest income floating rate securities;52634,04;52634,04;0;2014-10-16 00:00:00.000
9168;7300;Interest-related income;734629,12;734629,12;0;2014-10-16 00:00:00.000
9169;7500;Commission income documentary business;412785,79;411021,08;1764,71;2014-10-16 00:00:00.000
9170;7600;Commission income payments;1900822,65;1900665,79;156,86;2014-10-16 00:00:00.000
9171;7650;Other commission incomes;16416,83;16416,83;0;2014-10-16 00:00:00.000
9172;7700;Other operating income;91730,85;91495,55;235,3;2014-10-16 00:00:00.000
9173;7850;Foreign exchange income;1689456,22;1689456,22;0;2014-10-16 00:00:00.000
9174;7870;Securities income;15960;15960;0;2014-10-16 00:00:00.000
9175;5010;Interest payable banks;-21772774,71;-21772774,32;-0,39;2014-10-17 00:00:00.000
9176;5100;Interest payable non-banks;-1350263,31;-1350263,31;0;2014-10-17 00:00:00.000
9177;5500;Commission payable;-1005449,1;-1005449,1;0;2014-10-17 00:00:00.000
9178;6000;Wages and salaries;-2601690,56;-2601690,56;0;2014-10-17 00:00:00.000
9179;6100;Social contributions;-322328,42;-322328,42;0;2014-10-17 00:00:00.000
9180;6150;Other personnel expenses;-84138,58;-84138,58;0;2014-10-17 00:00:00.000
9181;6400;Depreciation of intangible and tangible assets;-237162,54;-237162,54;0;2014-10-17 00:00:00.000
9182;6500;Room  maintenance costs and rental fees;-517163,32;-517163,32;0;2014-10-17 00:00:00.000
9183;6600;Office operating costs;-272256,81;-272256,81;0;2014-10-17 00:00:00.000
9184;6700;Administrative expenses;-504934,36;-504934,36;0;2014-10-17 00:00:00.000
9185;6870;Security expenses;0;0;0;2014-10-17 00:00:00.000
9186;6900;Taxes on income and profit;-1832882,66;-1832882,66;0;2014-10-17 00:00:00.000
9187;6950;Other taxes;-140866,92;-140866,92;0;2014-10-17 00:00:00.000
9188;7010;Interest income banks;31330931,66;31331308,73;-377,07;2014-10-17 00:00:00.000
9189;7100;Interest income non-banks;6014481,88;6014481,88;0;2014-10-17 00:00:00.000
9190;7210;Interest income floating rate securities;53572,89;53572,89;0;2014-10-17 00:00:00.000
9191;7300;Interest-related income;734620,17;734620,17;0;2014-10-17 00:00:00.000
9192;7500;Commission income documentary business;414358,46;412600,92;1757,54;2014-10-17 00:00:00.000
9193;7600;Commission income payments;1911876,03;1911813,53;62,5;2014-10-17 00:00:00.000
9194;7650;Other commission incomes;16416,83;16416,83;0;2014-10-17 00:00:00.000
9195;7700;Other operating income;91804,49;91570,15;234,34;2014-10-17 00:00:00.000
9196;7850;Foreign exchange income;1986531,76;1986531,76;0;2014-10-17 00:00:00.000
9197;7870;Securities income;15960;15960;0;2014-10-17 00:00:00.000
9198;5010;Interest payable banks;-21860771,58;-21860771,19;-0,39;2014-10-20 00:00:00.000
9199;5100;Interest payable non-banks;-1356929,81;-1356929,81;0;2014-10-20 00:00:00.000
9200;5500;Commission payable;-1006811,26;-1006811,26;0;2014-10-20 00:00:00.000
9201;6000;Wages and salaries;-2601688,62;-2601688,62;0;2014-10-20 00:00:00.000
9202;6100;Social contributions;-322328,42;-322328,42;0;2014-10-20 00:00:00.000
9203;6150;Other personnel expenses;-87066,58;-87066,58;0;2014-10-20 00:00:00.000
9204;6400;Depreciation of intangible and tangible assets;-237162,54;-237162,54;0;2014-10-20 00:00:00.000
9205;6500;Room  maintenance costs and rental fees;-518489,98;-518489,98;0;2014-10-20 00:00:00.000
9206;6600;Office operating costs;-272793,45;-272793,45;0;2014-10-20 00:00:00.000
9207;6700;Administrative expenses;-505009,86;-505009,86;0;2014-10-20 00:00:00.000
9208;6870;Security expenses;0;0;0;2014-10-20 00:00:00.000
9209;6900;Taxes on income and profit;-1833404,04;-1833404,04;0;2014-10-20 00:00:00.000
9210;6950;Other taxes;-140993,13;-140993,13;0;2014-10-20 00:00:00.000
9211;7010;Interest income banks;31509161,81;31509539,85;-378,04;2014-10-20 00:00:00.000
9212;7100;Interest income non-banks;6028320,04;6028320,04;0;2014-10-20 00:00:00.000
9213;7210;Interest income floating rate securities;53885,83;53885,83;0;2014-10-20 00:00:00.000
9214;7300;Interest-related income;734625,84;734625,84;0;2014-10-20 00:00:00.000
9215;7500;Commission income documentary business;416328,06;416328,06;0;2014-10-20 00:00:00.000
9216;7600;Commission income payments;1920555,01;1920539,35;15,66;2014-10-20 00:00:00.000
9217;7650;Other commission incomes;16416,83;16416,83;0;2014-10-20 00:00:00.000
9218;7700;Other operating income;91882,52;91882,52;0;2014-10-20 00:00:00.000
9219;7850;Foreign exchange income;1600730,42;1600730,42;0;2014-10-20 00:00:00.000
9220;7870;Securities income;15960;15960;0;2014-10-20 00:00:00.000
9221;5010;Interest payable banks;-21955028,63;-21955028,24;-0,39;2014-10-21 00:00:00.000
9222;5100;Interest payable non-banks;-1363596,34;-1363596,34;0;2014-10-21 00:00:00.000
9223;5500;Commission payable;-1006827,83;-1006827,83;0;2014-10-21 00:00:00.000
9224;6000;Wages and salaries;-2601688,62;-2601688,62;0;2014-10-21 00:00:00.000
9225;6100;Social contributions;-322328,42;-322328,42;0;2014-10-21 00:00:00.000
9226;6150;Other personnel expenses;-87066,58;-87066,58;0;2014-10-21 00:00:00.000
9227;6400;Depreciation of intangible and tangible assets;-237162,54;-237162,54;0;2014-10-21 00:00:00.000
9228;6500;Room  maintenance costs and rental fees;-518494,59;-518494,59;0;2014-10-21 00:00:00.000
9229;6600;Office operating costs;-272793,45;-272793,45;0;2014-10-21 00:00:00.000
9230;6700;Administrative expenses;-505009,86;-505009,86;0;2014-10-21 00:00:00.000
9231;6870;Security expenses;0;0;0;2014-10-21 00:00:00.000
9232;6900;Taxes on income and profit;-1833404,04;-1833404,04;0;2014-10-21 00:00:00.000
9233;6950;Other taxes;-140993,13;-140993,13;0;2014-10-21 00:00:00.000
9234;7010;Interest income banks;31690303,77;31690682,2;-378,43;2014-10-21 00:00:00.000
9235;7100;Interest income non-banks;6042052,08;6042052,08;0;2014-10-21 00:00:00.000
9236;7210;Interest income floating rate securities;54198,79;54198,79;0;2014-10-21 00:00:00.000
9237;7300;Interest-related income;734628,09;734628,09;0;2014-10-21 00:00:00.000
9238;7500;Commission income documentary business;418150,24;418150,24;0;2014-10-21 00:00:00.000
9239;7600;Commission income payments;1928960,25;1928944,58;15,67;2014-10-21 00:00:00.000
9240;7650;Other commission incomes;16416,83;16416,83;0;2014-10-21 00:00:00.000
9241;7700;Other operating income;91990,37;91990,37;0;2014-10-21 00:00:00.000
9242;7850;Foreign exchange income;1540316,53;1540316,53;0;2014-10-21 00:00:00.000
9243;7870;Securities income;15960;15960;0;2014-10-21 00:00:00.000
9244;5010;Interest payable banks;-22074004,88;-22074004,49;-0,39;2014-10-22 00:00:00.000
9245;5100;Interest payable non-banks;-1370262,86;-1370262,86;0;2014-10-22 00:00:00.000
9246;5500;Commission payable;-1006939,32;-1006939,32;0;2014-10-22 00:00:00.000
9247;6000;Wages and salaries;-2601688,62;-2601688,62;0;2014-10-22 00:00:00.000
9248;6100;Social contributions;-322328,42;-322328,42;0;2014-10-22 00:00:00.000
9249;6150;Other personnel expenses;-87156,58;-87156,58;0;2014-10-22 00:00:00.000
9250;6400;Depreciation of intangible and tangible assets;-237162,54;-237162,54;0;2014-10-22 00:00:00.000
9251;6500;Room  maintenance costs and rental fees;-518774,19;-518774,19;0;2014-10-22 00:00:00.000
9252;6600;Office operating costs;-276521,3;-276521,3;0;2014-10-22 00:00:00.000
9253;6700;Administrative expenses;-505197,86;-505197,86;0;2014-10-22 00:00:00.000
9254;6870;Security expenses;0;0;0;2014-10-22 00:00:00.000
9255;6900;Taxes on income and profit;-1836121,84;-1836121,84;0;2014-10-22 00:00:00.000
9256;6950;Other taxes;-143885,12;-143885,12;0;2014-10-22 00:00:00.000
9257;7010;Interest income banks;31908978,44;31909359,58;-381,14;2014-10-22 00:00:00.000
9258;7100;Interest income non-banks;6056313,77;6056313,77;0;2014-10-22 00:00:00.000
9259;7210;Interest income floating rate securities;54511,73;54511,73;0;2014-10-22 00:00:00.000
9260;7300;Interest-related income;734643,93;734643,93;0;2014-10-22 00:00:00.000
9261;7500;Commission income documentary business;418598,96;418598,96;0;2014-10-22 00:00:00.000
9262;7600;Commission income payments;1936833,64;1936786,27;47,37;2014-10-22 00:00:00.000
9263;7650;Other commission incomes;16416,83;16416,83;0;2014-10-22 00:00:00.000
9264;7700;Other operating income;92074,17;92074,17;0;2014-10-22 00:00:00.000
9265;7850;Foreign exchange income;1658297,45;1658297,45;0;2014-10-22 00:00:00.000
9266;7870;Securities income;15960;15960;0;2014-10-22 00:00:00.000
9267;5010;Interest payable banks;-22179953,43;-22179953,04;-0,39;2014-10-23 00:00:00.000
9268;5100;Interest payable non-banks;-1376929,42;-1376929,42;0;2014-10-23 00:00:00.000
9269;5500;Commission payable;-1006941,7;-1006941,7;0;2014-10-23 00:00:00.000
9270;6000;Wages and salaries;-2601688,62;-2601688,62;0;2014-10-23 00:00:00.000
9271;6100;Social contributions;-322328,42;-322328,42;0;2014-10-23 00:00:00.000
9272;6150;Other personnel expenses;-91477,32;-91477,32;0;2014-10-23 00:00:00.000
9273;6400;Depreciation of intangible and tangible assets;-237162,54;-237162,54;0;2014-10-23 00:00:00.000
9274;6500;Room  maintenance costs and rental fees;-519110,28;-519110,28;0;2014-10-23 00:00:00.000
9275;6600;Office operating costs;-277461,47;-277461,47;0;2014-10-23 00:00:00.000
9276;6700;Administrative expenses;-510558,5;-510558,5;0;2014-10-23 00:00:00.000
9277;6870;Security expenses;0;0;0;2014-10-23 00:00:00.000
9278;6900;Taxes on income and profit;-1836121,84;-1836121,84;0;2014-10-23 00:00:00.000
9279;6950;Other taxes;-144764,51;-144764,51;0;2014-10-23 00:00:00.000
9280;7010;Interest income banks;32104271,8;32104653,13;-381,33;2014-10-23 00:00:00.000
9281;7100;Interest income non-banks;6069817,88;6069817,88;0;2014-10-23 00:00:00.000
9282;7210;Interest income floating rate securities;54824,68;54824,68;0;2014-10-23 00:00:00.000
9283;7300;Interest-related income;734644,98;734644,98;0;2014-10-23 00:00:00.000
9284;7500;Commission income documentary business;419207,1;419207,1;0;2014-10-23 00:00:00.000
9285;7600;Commission income payments;1946059,78;1946012,38;47,4;2014-10-23 00:00:00.000
9286;7650;Other commission incomes;16416,83;16416,83;0;2014-10-23 00:00:00.000
9287;7700;Other operating income;92090,15;92090,15;0;2014-10-23 00:00:00.000
9288;7850;Foreign exchange income;1639253,30000001;1639253,3;0;2014-10-23 00:00:00.000
9289;7870;Securities income;15960;15960;0;2014-10-23 00:00:00.000
9290;5010;Interest payable banks;-22537134,18;-22537133,79;-0,39;2014-10-24 00:00:00.000
9291;5100;Interest payable non-banks;-1396929,1;-1396929,1;0;2014-10-24 00:00:00.000
9292;5500;Commission payable;-1006942,85;-1006942,85;0;2014-10-24 00:00:00.000
9293;6000;Wages and salaries;-2601688,62;-2601688,62;0;2014-10-24 00:00:00.000
9294;6100;Social contributions;-322328,42;-322328,42;0;2014-10-24 00:00:00.000
9295;6150;Other personnel expenses;-91477,32;-91477,32;0;2014-10-24 00:00:00.000
9296;6400;Depreciation of intangible and tangible assets;-237162,54;-237162,54;0;2014-10-24 00:00:00.000
9297;6500;Room  maintenance costs and rental fees;-519506,25;-519506,25;0;2014-10-24 00:00:00.000
9298;6600;Office operating costs;-277641,47;-277641,47;0;2014-10-24 00:00:00.000
9299;6700;Administrative expenses;-510558,5;-510558,5;0;2014-10-24 00:00:00.000
9300;6870;Security expenses;0;0;0;2014-10-24 00:00:00.000
9301;6900;Taxes on income and profit;-1836121,84;-1836121,84;0;2014-10-24 00:00:00.000
9302;6950;Other taxes;-144792,7;-144792,7;0;2014-10-24 00:00:00.000
9303;7010;Interest income banks;32718677,14;32719057,9;-380,76;2014-10-24 00:00:00.000
9304;7100;Interest income non-banks;6110049,39;6110049,39;0;2014-10-24 00:00:00.000
9305;7210;Interest income floating rate securities;55763,53;55763,53;0;2014-10-24 00:00:00.000
9306;7300;Interest-related income;734641,65;734641,65;0;2014-10-24 00:00:00.000
9307;7500;Commission income documentary business;421542,13;421542,13;0;2014-10-24 00:00:00.000
9308;7600;Commission income payments;1956829,28;1956687,3;141,98;2014-10-24 00:00:00.000
9309;7650;Other commission incomes;16416,83;16416,83;0;2014-10-24 00:00:00.000
9310;7700;Other operating income;92396,16;92396,16;0;2014-10-24 00:00:00.000
9311;7850;Foreign exchange income;1722668,58999999;1722668,59;0;2014-10-24 00:00:00.000
9312;7870;Securities income;15960;15960;0;2014-10-24 00:00:00.000
9313;10;Cash box;-2733,51;-2733,51;0;2014-10-17 00:00:00.000
9314;2500;Intangible assets;-157453,41;-157453,41;0;2014-10-17 00:00:00.000
9315;2600;Fixed assets;-308137,08;-308137,08;0;2014-10-17 00:00:00.000
9316;2850;Accrued income;-188856,09;-188856,09;0;2014-10-17 00:00:00.000
9317;4110;Other liabilities;32775147,44;32775147,44;0;2014-10-17 00:00:00.000
9318;4200;Deferred income;106424,93;106424,93;0;2014-10-17 00:00:00.000
9319;4300;Provisions - taxes;633934,51;633934,51;0;2014-10-17 00:00:00.000
9320;4350;Provisions - other;601373,94;601373,94;0;2014-10-17 00:00:00.000
9321;10;Cash box;-2253,51;-2253,51;0;2014-10-20 00:00:00.000
9322;2500;Intangible assets;-157453,41;-157453,41;0;2014-10-20 00:00:00.000
9323;2600;Fixed assets;-308137,08;-308137,08;0;2014-10-20 00:00:00.000
9324;2850;Accrued income;-188866,53;-188866,53;0;2014-10-20 00:00:00.000
9325;4110;Other liabilities;34072629,64;34072629,64;0;2014-10-20 00:00:00.000
9326;4200;Deferred income;106699,98;106699,98;0;2014-10-20 00:00:00.000
9327;4300;Provisions - taxes;96321,49;96321,49;0;2014-10-20 00:00:00.000
9328;4350;Provisions - other;601373,94;601373,94;0;2014-10-20 00:00:00.000
9329;10;Cash box;-2253,51;-2253,51;0;2014-10-21 00:00:00.000
9330;2500;Intangible assets;-157453,41;-157453,41;0;2014-10-21 00:00:00.000
9331;2600;Fixed assets;-308137,08;-308137,08;0;2014-10-21 00:00:00.000
9332;2850;Accrued income;-188870,66;-188870,66;0;2014-10-21 00:00:00.000
9333;4110;Other liabilities;35500038,17;35500038,17;0;2014-10-21 00:00:00.000
9334;4200;Deferred income;106808,72;106808,72;0;2014-10-21 00:00:00.000
9335;4300;Provisions - taxes;96321,49;96321,49;0;2014-10-21 00:00:00.000
9336;4350;Provisions - other;601373,94;601373,94;0;2014-10-21 00:00:00.000
9337;10;Cash box;-2253,51;-2253,51;0;2014-10-22 00:00:00.000
9338;2500;Intangible assets;-157453,41;-157453,41;0;2014-10-22 00:00:00.000
9339;2600;Fixed assets;-308137,08;-308137,08;0;2014-10-22 00:00:00.000
9340;2850;Accrued income;-188899,81;-188899,81;0;2014-10-22 00:00:00.000
9341;4110;Other liabilities;37581997,65;37581997,65;0;2014-10-22 00:00:00.000
9342;4200;Deferred income;107576,15;107576,15;0;2014-10-22 00:00:00.000
9343;4300;Provisions - taxes;-448715,71;-448715,71;0;2014-10-22 00:00:00.000
9344;4350;Provisions - other;591173,94;591173,94;0;2014-10-22 00:00:00.000
9345;10;Cash box;-2253,51;-2253,51;0;2014-10-23 00:00:00.000
9346;2500;Intangible assets;-157453,41;-157453,41;0;2014-10-23 00:00:00.000
9347;2600;Fixed assets;-308137,08;-308137,08;0;2014-10-23 00:00:00.000
9348;2850;Accrued income;-188901,74;-188901,74;0;2014-10-23 00:00:00.000
9349;4110;Other liabilities;36920917,14;36920917,14;0;2014-10-23 00:00:00.000
