ID;GL_ITEM;GL_ITEM_NAME;BalanceInSQL;BalanceInPL;Difference;BalanceDate
15450;7100;Interest income non-banks;3868414,63;3868414,63;0;2015-07-06 00:00:00.000
15451;7210;Interest income floating rate securities;46716,85;46716,85;0;2015-07-06 00:00:00.000
15452;7300;Interest-related income;106267,04;106267,04;0;2015-07-06 00:00:00.000
15453;7500;Commission income documentary business;259098,1;256348,1;2750;2015-07-06 00:00:00.000
15454;7600;Commission income payments;1278058,32;1278040,2;18,12;2015-07-06 00:00:00.000
15455;7650;Other commission incomes;7991,2;7991,2;0;2015-07-06 00:00:00.000
15456;7700;Other operating income;89001,3;88851,3;150;2015-07-06 00:00:00.000
15457;7850;Foreign exchange income;-18481789,26;-18481789,26;0;2015-07-06 00:00:00.000
15458;7870;Securities income;-1120;0;-1120;2015-07-06 00:00:00.000
15459;10;Cash box;-661,38;-661,38;0;2015-07-06 00:00:00.000
15460;2500;Intangible assets;-191196,53;-191196,53;0;2015-07-06 00:00:00.000
15461;2600;Fixed assets;-257135,7;-257135,7;0;2015-07-06 00:00:00.000
15462;2850;Accrued income;-166548,38;-166548,38;0;2015-07-06 00:00:00.000
15463;4110;Other liabilities;65386374,12;65386374,12;0;2015-07-06 00:00:00.000
15464;4200;Deferred income;138093,09;138093,09;0;2015-07-06 00:00:00.000
15465;4300;Provisions - taxes;1159517,23;1159517,23;0;2015-07-06 00:00:00.000
15466;4350;Provisions - other;905521,21;905521,21;0;2015-07-06 00:00:00.000
15467;5010;Interest payable banks;-14400780,38;-14400779,92;-0,46;2015-07-07 00:00:00.000
15468;5100;Interest payable non-banks;-280699,73;-280699,73;0;2015-07-07 00:00:00.000
15469;5500;Commission payable;-263944,51;-263944,51;0;2015-07-07 00:00:00.000
15470;6000;Wages and salaries;-1726952,41;-1726952,41;0;2015-07-07 00:00:00.000
15471;6100;Social contributions;-204934,67;-204934,67;0;2015-07-07 00:00:00.000
15472;6150;Other personnel expenses;-50809,2;-50809,2;0;2015-07-07 00:00:00.000
15473;6400;Depreciation of intangible and tangible assets;-294998,4;-294998,4;0;2015-07-07 00:00:00.000
15474;6500;Room  maintenance costs and rental fees;-379216,2;-379216,2;0;2015-07-07 00:00:00.000
15475;6600;Office operating costs;-394032,2;-394032,2;0;2015-07-07 00:00:00.000
15476;6700;Administrative expenses;-351921,69;-351921,69;0;2015-07-07 00:00:00.000
15477;6870;Security expenses;0;-1120;1120;2015-07-07 00:00:00.000
15478;6900;Taxes on income and profit;-1709800,22;-1709800,22;0;2015-07-07 00:00:00.000
15479;6950;Other taxes;-152414,55;-152414,55;0;2015-07-07 00:00:00.000
15480;7010;Interest income banks;40035100,22;40043175,09;-8074,87;2015-07-07 00:00:00.000
15481;7100;Interest income non-banks;3893986,44;3893986,44;0;2015-07-07 00:00:00.000
15482;7210;Interest income floating rate securities;46955,92;46955,92;0;2015-07-07 00:00:00.000
15483;7300;Interest-related income;106267,04;106267,04;0;2015-07-07 00:00:00.000
15484;7500;Commission income documentary business;261326,7;261326,7;0;2015-07-07 00:00:00.000
15485;7600;Commission income payments;1285113,81;1285095,51;18,3;2015-07-07 00:00:00.000
15486;7650;Other commission incomes;7991,2;7991,2;0;2015-07-07 00:00:00.000
15487;7700;Other operating income;89092,8;89092,8;0;2015-07-07 00:00:00.000
15488;7850;Foreign exchange income;-17382962,47;-17382962,47;0;2015-07-07 00:00:00.000
15489;7870;Securities income;-1120;0;-1120;2015-07-07 00:00:00.000
15490;10;Cash box;-661,38;-661,38;0;2015-07-07 00:00:00.000
15491;2500;Intangible assets;-191196,53;-191196,53;0;2015-07-07 00:00:00.000
15492;2600;Fixed assets;-257135,7;-257135,7;0;2015-07-07 00:00:00.000
15493;2850;Accrued income;-166622,91;-166622,91;0;2015-07-07 00:00:00.000
15494;4110;Other liabilities;61346908,29;61346908,29;0;2015-07-07 00:00:00.000
15495;4200;Deferred income;139088,26;139088,26;0;2015-07-07 00:00:00.000
15496;4300;Provisions - taxes;1159517,23;1159517,23;0;2015-07-07 00:00:00.000
15497;4350;Provisions - other;905521,21;905521,21;0;2015-07-07 00:00:00.000
15498;5010;Interest payable banks;-14486249,85;-14486249,4;-0,45;2015-07-08 00:00:00.000
15499;5100;Interest payable non-banks;-281154,73;-281154,73;0;2015-07-08 00:00:00.000
15500;5500;Commission payable;-263929,28;-263929,28;0;2015-07-08 00:00:00.000
15501;6000;Wages and salaries;-1726952,41;-1726952,41;0;2015-07-08 00:00:00.000
15502;6100;Social contributions;-204934,67;-204934,67;0;2015-07-08 00:00:00.000
15503;6150;Other personnel expenses;-50809,2;-50809,2;0;2015-07-08 00:00:00.000
15504;6400;Depreciation of intangible and tangible assets;-294998,4;-294998,4;0;2015-07-08 00:00:00.000
15505;6500;Room  maintenance costs and rental fees;-379216,2;-379216,2;0;2015-07-08 00:00:00.000
15506;6600;Office operating costs;-384553,44;-384553,44;0;2015-07-08 00:00:00.000
15507;6700;Administrative expenses;-351921,69;-351921,69;0;2015-07-08 00:00:00.000
15508;6870;Security expenses;0;-1120;1120;2015-07-08 00:00:00.000
15509;6900;Taxes on income and profit;-1709800,22;-1709800,22;0;2015-07-08 00:00:00.000
15510;6950;Other taxes;-144755,21;-144755,21;0;2015-07-08 00:00:00.000
15511;7010;Interest income banks;40269305,61;40277844,94;-8539,33;2015-07-08 00:00:00.000
15512;7100;Interest income non-banks;3917699;3917699;0;2015-07-08 00:00:00.000
15513;7210;Interest income floating rate securities;47194,99;47194,99;0;2015-07-08 00:00:00.000
15514;7300;Interest-related income;106267,04;106267,04;0;2015-07-08 00:00:00.000
15515;7500;Commission income documentary business;262147,3;262147,3;0;2015-07-08 00:00:00.000
15516;7600;Commission income payments;1293322,89;1293232,28;90,61;2015-07-08 00:00:00.000
15517;7650;Other commission incomes;7991,2;7991,2;0;2015-07-08 00:00:00.000
15518;7700;Other operating income;89166,9;89166,9;0;2015-07-08 00:00:00.000
15519;7850;Foreign exchange income;-17521865,33;-17521865,33;0;2015-07-08 00:00:00.000
15520;7870;Securities income;-1120;0;-1120;2015-07-08 00:00:00.000
15521;10;Cash box;-661,38;-661,38;0;2015-07-08 00:00:00.000
15522;2500;Intangible assets;-191196,53;-191196,53;0;2015-07-08 00:00:00.000
15523;2600;Fixed assets;-257135,7;-257135,7;0;2015-07-08 00:00:00.000
15524;2850;Accrued income;-166546,27;-166546,27;0;2015-07-08 00:00:00.000
15525;4110;Other liabilities;60178622,95;60178622,95;0;2015-07-08 00:00:00.000
15526;4200;Deferred income;138064,93;138064,93;0;2015-07-08 00:00:00.000
15527;4300;Provisions - taxes;1159517,23;1159517,23;0;2015-07-08 00:00:00.000
15528;4350;Provisions - other;888383,11;888383,11;0;2015-07-08 00:00:00.000
15529;5010;Interest payable banks;-14577921,16;-14577920,71;-0,45;2015-07-09 00:00:00.000
15530;5100;Interest payable non-banks;-281609,73;-281609,73;0;2015-07-09 00:00:00.000
15531;5500;Commission payable;-272677,27;-272677,27;0;2015-07-09 00:00:00.000
15532;6000;Wages and salaries;-1726952,41;-1726952,41;0;2015-07-09 00:00:00.000
15533;6100;Social contributions;-204934,67;-204934,67;0;2015-07-09 00:00:00.000
15534;6150;Other personnel expenses;-50809,2;-50809,2;0;2015-07-09 00:00:00.000
15535;6400;Depreciation of intangible and tangible assets;-294998,4;-294998,4;0;2015-07-09 00:00:00.000
15536;6500;Room  maintenance costs and rental fees;-379491,2;-379491,2;0;2015-07-09 00:00:00.000
15537;6600;Office operating costs;-388596,07;-388596,07;0;2015-07-09 00:00:00.000
15538;6700;Administrative expenses;-352486,13;-352486,13;0;2015-07-09 00:00:00.000
15539;6870;Security expenses;0;-1120;1120;2015-07-09 00:00:00.000
15540;6900;Taxes on income and profit;-1709800,22;-1709800,22;0;2015-07-09 00:00:00.000
15541;6950;Other taxes;-144866;-144866;0;2015-07-09 00:00:00.000
15542;7010;Interest income banks;40520650,36;40529687,66;-9037,3;2015-07-09 00:00:00.000
15543;7100;Interest income non-banks;3942389,97;3942389,97;0;2015-07-09 00:00:00.000
15544;7210;Interest income floating rate securities;47434,06;47434,06;0;2015-07-09 00:00:00.000
15545;7300;Interest-related income;106267,04;106267,04;0;2015-07-09 00:00:00.000
15546;7500;Commission income documentary business;262147,38;262147,38;0;2015-07-09 00:00:00.000
15547;7600;Commission income payments;1302056,05;1302037,93;18,12;2015-07-09 00:00:00.000
15548;7650;Other commission incomes;7991,2;7991,2;0;2015-07-09 00:00:00.000
15549;7700;Other operating income;89166,91;89166,91;0;2015-07-09 00:00:00.000
15550;7850;Foreign exchange income;-18526063,39;-18526063,39;0;2015-07-09 00:00:00.000
15551;7870;Securities income;-1120;0;-1120;2015-07-09 00:00:00.000
15552;10;Cash box;-661,38;-661,38;0;2015-07-09 00:00:00.000
15553;2500;Intangible assets;-191196,53;-191196,53;0;2015-07-09 00:00:00.000
15554;2600;Fixed assets;-257135,7;-257135,7;0;2015-07-09 00:00:00.000
15555;2850;Accrued income;-166546,98;-166546,98;0;2015-07-09 00:00:00.000
15556;4110;Other liabilities;64482520,2;64482520,2;0;2015-07-09 00:00:00.000
15557;4200;Deferred income;138074,32;138074,32;0;2015-07-09 00:00:00.000
15558;4300;Provisions - taxes;1159517,23;1159517,23;0;2015-07-09 00:00:00.000
15559;4350;Provisions - other;888383,11;888383,11;0;2015-07-09 00:00:00.000
15560;5010;Interest payable banks;-14833648,98;-14833648,53;-0,45;2015-07-10 00:00:00.000
15561;5100;Interest payable non-banks;-282974,73;-282974,73;0;2015-07-10 00:00:00.000
15562;5500;Commission payable;-272604,27;-272604,27;0;2015-07-10 00:00:00.000
15563;6000;Wages and salaries;-1726952,41;-1726952,41;0;2015-07-10 00:00:00.000
15564;6100;Social contributions;-204934,67;-204934,67;0;2015-07-10 00:00:00.000
15565;6150;Other personnel expenses;-50809,2;-50809,2;0;2015-07-10 00:00:00.000
15566;6400;Depreciation of intangible and tangible assets;-294998,4;-294998,4;0;2015-07-10 00:00:00.000
15567;6500;Room  maintenance costs and rental fees;-379491,2;-379491,2;0;2015-07-10 00:00:00.000
15568;6600;Office operating costs;-388596,07;-388596,07;0;2015-07-10 00:00:00.000
15569;6700;Administrative expenses;-352486,13;-352486,13;0;2015-07-10 00:00:00.000
15570;6870;Security expenses;0;-1120;1120;2015-07-10 00:00:00.000
15571;6900;Taxes on income and profit;-1709800,22;-1709800,22;0;2015-07-10 00:00:00.000
15572;6950;Other taxes;-144866;-144866;0;2015-07-10 00:00:00.000
15573;7010;Interest income banks;41164083,57;41174529,81;-10446,24;2015-07-10 00:00:00.000
15574;7100;Interest income non-banks;4014024,19;4014024,19;0;2015-07-10 00:00:00.000
15575;7210;Interest income floating rate securities;48151,27;48151,27;0;2015-07-10 00:00:00.000
15576;7300;Interest-related income;106267,04;106267,04;0;2015-07-10 00:00:00.000
15577;7500;Commission income documentary business;267719,65;264576,53;3143,12;2015-07-10 00:00:00.000
15578;7600;Commission income payments;1314618,03;1314600,17;17,86;2015-07-10 00:00:00.000
15579;7650;Other commission incomes;7991,2;7991,2;0;2015-07-10 00:00:00.000
15580;7700;Other operating income;89264,87;89165,61;99,26;2015-07-10 00:00:00.000
15581;7850;Foreign exchange income;-18832688,2;-18832688,2;0;2015-07-10 00:00:00.000
15582;7870;Securities income;-1120;0;-1120;2015-07-10 00:00:00.000
15583;10;Cash box;-661,38;-661,38;0;2015-07-10 00:00:00.000
15584;2500;Intangible assets;-191196,53;-191196,53;0;2015-07-10 00:00:00.000
15585;2600;Fixed assets;-257135,7;-257135,7;0;2015-07-10 00:00:00.000
15586;2850;Accrued income;-166435,45;-166435,45;0;2015-07-10 00:00:00.000
15587;4110;Other liabilities;64276080,49;64276080,49;0;2015-07-10 00:00:00.000
15588;4200;Deferred income;136585,18;136585,18;0;2015-07-10 00:00:00.000
15589;4300;Provisions - taxes;1159517,23;1159517,23;0;2015-07-10 00:00:00.000
15590;4350;Provisions - other;888383,11;888383,11;0;2015-07-10 00:00:00.000
15591;5010;Interest payable banks;-14933602,57;-14933602,12;-0,45;2015-07-13 00:00:00.000
15592;5100;Interest payable non-banks;-283429,73;-283429,73;0;2015-07-13 00:00:00.000
15593;5500;Commission payable;-275559,55;-275559,55;0;2015-07-13 00:00:00.000
15594;6000;Wages and salaries;-1726952,41;-1726952,41;0;2015-07-13 00:00:00.000
15595;6100;Social contributions;-204934,67;-204934,67;0;2015-07-13 00:00:00.000
15596;6150;Other personnel expenses;-50809,2;-50809,2;0;2015-07-13 00:00:00.000
15597;6400;Depreciation of intangible and tangible assets;-294998,4;-294998,4;0;2015-07-13 00:00:00.000
15598;6500;Room  maintenance costs and rental fees;-382689,86;-382689,86;0;2015-07-13 00:00:00.000
15599;6600;Office operating costs;-388760,81;-388760,81;0;2015-07-13 00:00:00.000
15600;6700;Administrative expenses;-352486,13;-352486,13;0;2015-07-13 00:00:00.000
15601;6870;Security expenses;0;-1120;1120;2015-07-13 00:00:00.000
15602;6900;Taxes on income and profit;-1709800,22;-1709800,22;0;2015-07-13 00:00:00.000
15603;6950;Other taxes;-145433,47;-145433,47;0;2015-07-13 00:00:00.000
15604;7010;Interest income banks;41425420,62;41436434,13;-11013,51;2015-07-13 00:00:00.000
15605;7100;Interest income non-banks;4040658,14;4040658,14;0;2015-07-13 00:00:00.000
15606;7210;Interest income floating rate securities;48390,34;48390,34;0;2015-07-13 00:00:00.000
15607;7300;Interest-related income;108809,29;108809,29;0;2015-07-13 00:00:00.000
15608;7500;Commission income documentary business;272131,18;269531,18;2600;2015-07-13 00:00:00.000
15609;7600;Commission income payments;1324481,39;1324445,23;36,16;2015-07-13 00:00:00.000
15610;7650;Other commission incomes;7991,2;7991,2;0;2015-07-13 00:00:00.000
15611;7700;Other operating income;89792,21;89567,21;225;2015-07-13 00:00:00.000
15612;7850;Foreign exchange income;-18509082,62;-18509082,62;0;2015-07-13 00:00:00.000
15613;7870;Securities income;-1120;0;-1120;2015-07-13 00:00:00.000
15614;10;Cash box;-661,38;-661,38;0;2015-07-13 00:00:00.000
15615;2500;Intangible assets;-191196,53;-191196,53;0;2015-07-13 00:00:00.000
15616;2600;Fixed assets;-257135,7;-257135,7;0;2015-07-13 00:00:00.000
15617;2850;Accrued income;-163330,78;-163330,78;0;2015-07-13 00:00:00.000
15618;4110;Other liabilities;64131935,18;64131935,18;0;2015-07-13 00:00:00.000
15619;4200;Deferred income;135297,99;135297,99;0;2015-07-13 00:00:00.000
15620;4300;Provisions - taxes;1159517,23;1159517,23;0;2015-07-13 00:00:00.000
15621;4350;Provisions - other;888383,11;888383,11;0;2015-07-13 00:00:00.000
15622;5010;Interest payable banks;-15022268,12;-15022267,67;-0,45;2015-07-14 00:00:00.000
15623;5100;Interest payable non-banks;-283884,73;-283884,73;0;2015-07-14 00:00:00.000
15624;5500;Commission payable;-275726,14;-275726,14;0;2015-07-14 00:00:00.000
15625;6000;Wages and salaries;-1726952,41;-1726952,41;0;2015-07-14 00:00:00.000
15626;6100;Social contributions;-204934,67;-204934,67;0;2015-07-14 00:00:00.000
15627;6150;Other personnel expenses;-50809,2;-50809,2;0;2015-07-14 00:00:00.000
15628;6400;Depreciation of intangible and tangible assets;-294998,4;-294998,4;0;2015-07-14 00:00:00.000
15629;6500;Room  maintenance costs and rental fees;-382691,6;-382691,6;0;2015-07-14 00:00:00.000
15630;6600;Office operating costs;-388760,81;-388760,81;0;2015-07-14 00:00:00.000
15631;6700;Administrative expenses;-352892,23;-352892,23;0;2015-07-14 00:00:00.000
15632;6870;Security expenses;0;-1120;1120;2015-07-14 00:00:00.000
15633;6900;Taxes on income and profit;-1709800,22;-1709800,22;0;2015-07-14 00:00:00.000
15634;6950;Other taxes;-144872,23;-144872,23;0;2015-07-14 00:00:00.000
15635;7010;Interest income banks;41653003,85;41664517,57;-11513,72;2015-07-14 00:00:00.000
15636;7100;Interest income non-banks;4065362,05;4065362,05;0;2015-07-14 00:00:00.000
15637;7210;Interest income floating rate securities;48629,42;48629,42;0;2015-07-14 00:00:00.000
15638;7300;Interest-related income;108810,67;108810,67;0;2015-07-14 00:00:00.000
15639;7500;Commission income documentary business;274583,56;274583,56;0;2015-07-14 00:00:00.000
15640;7600;Commission income payments;1332314,73;1332278,55;36,18;2015-07-14 00:00:00.000
15641;7650;Other commission incomes;7991,2;7991,2;0;2015-07-14 00:00:00.000
15642;7700;Other operating income;89882,74;89882,74;0;2015-07-14 00:00:00.000
15643;7850;Foreign exchange income;-18987074,42;-18987074,42;0;2015-07-14 00:00:00.000
15644;7870;Securities income;-1120;0;-1120;2015-07-14 00:00:00.000
15645;10;Cash box;-661,38;-661,38;0;2015-07-14 00:00:00.000
15646;2500;Intangible assets;-191196,53;-191196,53;0;2015-07-14 00:00:00.000
15647;2600;Fixed assets;-257135,7;-257135,7;0;2015-07-14 00:00:00.000
15648;2850;Accrued income;-163333,25;-163333,25;0;2015-07-14 00:00:00.000
15649;4110;Other liabilities;64534878,6;64534878,6;0;2015-07-14 00:00:00.000
15650;4200;Deferred income;135352,7;135352,7;0;2015-07-14 00:00:00.000
15651;4300;Provisions - taxes;1159517,23;1159517,23;0;2015-07-14 00:00:00.000
15652;4350;Provisions - other;888383,11;888383,11;0;2015-07-14 00:00:00.000
15653;5010;Interest payable banks;-15120548,51;-15120548,05;-0,46;2015-07-15 00:00:00.000
15654;5100;Interest payable non-banks;-284339,73;-284339,73;0;2015-07-15 00:00:00.000
15655;5500;Commission payable;-286428,54;-286428,54;0;2015-07-15 00:00:00.000
15656;6000;Wages and salaries;-1726952,41;-1726952,41;0;2015-07-15 00:00:00.000
15657;6100;Social contributions;-204934,67;-204934,67;0;2015-07-15 00:00:00.000
15658;6150;Other personnel expenses;-51060,2;-51060,2;0;2015-07-15 00:00:00.000
15659;6400;Depreciation of intangible and tangible assets;-294998,4;-294998,4;0;2015-07-15 00:00:00.000
15660;6500;Room  maintenance costs and rental fees;-388113,73;-388113,73;0;2015-07-15 00:00:00.000
15661;6600;Office operating costs;-396364,71;-396364,71;0;2015-07-15 00:00:00.000
15662;6700;Administrative expenses;-355239,16;-355239,16;0;2015-07-15 00:00:00.000
15663;6870;Security expenses;0;-1120;1120;2015-07-15 00:00:00.000
15664;6900;Taxes on income and profit;-1709800,22;-1709800,22;0;2015-07-15 00:00:00.000
15665;6950;Other taxes;-146425,38;-146425,38;0;2015-07-15 00:00:00.000
15666;7010;Interest income banks;41905823,12;41917888,29;-12065,17;2015-07-15 00:00:00.000
15667;7100;Interest income non-banks;4091529,77;4091529,77;0;2015-07-15 00:00:00.000
15668;7210;Interest income floating rate securities;48868,49;48868,49;0;2015-07-15 00:00:00.000
15669;7300;Interest-related income;108829,68;108829,68;0;2015-07-15 00:00:00.000
15670;7500;Commission income documentary business;276566,29;276566,29;0;2015-07-15 00:00:00.000
15671;7600;Commission income payments;1341453,61;1341453,6;0,01;2015-07-15 00:00:00.000
15672;7650;Other commission incomes;7991,2;7991,2;0;2015-07-15 00:00:00.000
15673;7700;Other operating income;90109,86;90109,86;0;2015-07-15 00:00:00.000
15674;7850;Foreign exchange income;-18789105,32;-18789105,32;0;2015-07-15 00:00:00.000
15675;7870;Securities income;-1120;0;-1120;2015-07-15 00:00:00.000
15676;10;Cash box;-661,38;-661,38;0;2015-07-15 00:00:00.000
15677;2500;Intangible assets;-191196,53;-191196,53;0;2015-07-15 00:00:00.000
15678;2600;Fixed assets;-257135,7;-257135,7;0;2015-07-15 00:00:00.000
15679;2850;Accrued income;-166435,31;-166435,31;0;2015-07-15 00:00:00.000
15680;4110;Other liabilities;64304671,95;64304671,95;0;2015-07-15 00:00:00.000
15681;4200;Deferred income;136106,28;136106,28;0;2015-07-15 00:00:00.000
15682;4300;Provisions - taxes;1159517,23;1159517,23;0;2015-07-15 00:00:00.000
15683;4350;Provisions - other;888383,11;888383,11;0;2015-07-15 00:00:00.000
15684;5010;Interest payable banks;-15218027,89;-15218027,43;-0,46;2015-07-16 00:00:00.000
15685;5100;Interest payable non-banks;-284794,73;-284794,73;0;2015-07-16 00:00:00.000
15686;5500;Commission payable;-286530,92;-286530,92;0;2015-07-16 00:00:00.000
15687;6000;Wages and salaries;-1726952,41;-1726952,41;0;2015-07-16 00:00:00.000
15688;6100;Social contributions;-204934,67;-204934,67;0;2015-07-16 00:00:00.000
15689;6150;Other personnel expenses;-51060,2;-51060,2;0;2015-07-16 00:00:00.000
15690;6400;Depreciation of intangible and tangible assets;-294998,4;-294998,4;0;2015-07-16 00:00:00.000
15691;6500;Room  maintenance costs and rental fees;-388147,58;-388147,58;0;2015-07-16 00:00:00.000
15692;6600;Office operating costs;-396364,71;-396364,71;0;2015-07-16 00:00:00.000
15693;6700;Administrative expenses;-355239,16;-355389,16;150;2015-07-16 00:00:00.000
15694;6870;Security expenses;0;-1120;1120;2015-07-16 00:00:00.000
15695;6900;Taxes on income and profit;-1709800,22;-1709800,22;0;2015-07-16 00:00:00.000
15696;6950;Other taxes;-146425,38;-146425,38;0;2015-07-16 00:00:00.000
15697;7010;Interest income banks;42157381,68;42170029,99;-12648,31;2015-07-16 00:00:00.000
15698;7100;Interest income non-banks;4118511,93;4118511,93;0;2015-07-16 00:00:00.000
15699;7210;Interest income floating rate securities;49107,56;49107,56;0;2015-07-16 00:00:00.000
15700;7300;Interest-related income;108856,58;108856,58;0;2015-07-16 00:00:00.000
15701;7500;Commission income documentary business;276773,09;276773,09;0;2015-07-16 00:00:00.000
15702;7600;Commission income payments;1351119,78;1351082,94;36,84;2015-07-16 00:00:00.000
15703;7650;Other commission incomes;7991,2;7991,2;0;2015-07-16 00:00:00.000
15704;7700;Other operating income;90112,81;90112,81;0;2015-07-16 00:00:00.000
15705;7850;Foreign exchange income;-19543566,96;-19543566,96;0;2015-07-16 00:00:00.000
15706;7870;Securities income;-1120;0;-1120;2015-07-16 00:00:00.000
15707;10;Cash box;-661,38;-661,38;0;2015-07-16 00:00:00.000
15708;2500;Intangible assets;-191196,53;-191196,53;0;2015-07-16 00:00:00.000
15709;2600;Fixed assets;-257135,7;-257135,7;0;2015-07-16 00:00:00.000
15710;2850;Accrued income;-166483,36;-166483,36;0;2015-07-16 00:00:00.000
15711;4110;Other liabilities;66748128,15;66748128,15;0;2015-07-16 00:00:00.000
15712;4200;Deferred income;137172,86;137172,86;0;2015-07-16 00:00:00.000
15713;4300;Provisions - taxes;1159517,23;1159517,23;0;2015-07-16 00:00:00.000
15714;4350;Provisions - other;888383,11;888383,11;0;2015-07-16 00:00:00.000
15715;5010;Interest payable banks;-15475575,99;-15475575,53;-0,46;2015-07-17 00:00:00.000
15716;5100;Interest payable non-banks;-286159,73;-286159,73;0;2015-07-17 00:00:00.000
15717;5500;Commission payable;-286519,55;-286519,55;0;2015-07-17 00:00:00.000
15718;6000;Wages and salaries;-1726952,41;-1726952,41;0;2015-07-17 00:00:00.000
15719;6100;Social contributions;-204934,67;-204934,67;0;2015-07-17 00:00:00.000
15720;6150;Other personnel expenses;-51060,2;-51060,2;0;2015-07-17 00:00:00.000
15721;6400;Depreciation of intangible and tangible assets;-294998,4;-294998,4;0;2015-07-17 00:00:00.000
15722;6500;Room  maintenance costs and rental fees;-388145,78;-388145,78;0;2015-07-17 00:00:00.000
15723;6600;Office operating costs;-396364,71;-396364,71;0;2015-07-17 00:00:00.000
15724;6700;Administrative expenses;-355239,16;-355389,16;150;2015-07-17 00:00:00.000
15725;6870;Security expenses;0;-1120;1120;2015-07-17 00:00:00.000
15726;6900;Taxes on income and profit;-1709800,22;-1709800,22;0;2015-07-17 00:00:00.000
15727;6950;Other taxes;-146425,38;-146425,38;0;2015-07-17 00:00:00.000
15728;7010;Interest income banks;42803302,76;42817463,08;-14160,32;2015-07-17 00:00:00.000
15729;7100;Interest income non-banks;4192978,04;4192978,04;0;2015-07-17 00:00:00.000
15730;7210;Interest income floating rate securities;49824,77;49824,77;0;2015-07-17 00:00:00.000
15731;7300;Interest-related income;108855,15;108855,15;0;2015-07-17 00:00:00.000
15732;7500;Commission income documentary business;278124,66;277219,66;905;2015-07-17 00:00:00.000
15733;7600;Commission income payments;1362314,63;1362259,41;55,22;2015-07-17 00:00:00.000
15734;7650;Other commission incomes;7991,2;7991,2;0;2015-07-17 00:00:00.000
15735;7700;Other operating income;90262,64;90112,64;150;2015-07-17 00:00:00.000
15736;7850;Foreign exchange income;-19251485,13;-19251485,13;0;2015-07-17 00:00:00.000
15737;7870;Securities income;-1120;0;-1120;2015-07-17 00:00:00.000
15738;10;Cash box;-661,38;-661,38;0;2015-07-17 00:00:00.000
15739;2500;Intangible assets;-191196,53;-191196,53;0;2015-07-17 00:00:00.000
15740;2600;Fixed assets;-257135,7;-257135,7;0;2015-07-17 00:00:00.000
15741;2850;Accrued income;-166480,8;-166480,8;0;2015-07-17 00:00:00.000
15742;4110;Other liabilities;65500725,23;65500725,23;0;2015-07-17 00:00:00.000
15743;4200;Deferred income;137116,17;137116,17;0;2015-07-17 00:00:00.000
15744;4300;Provisions - taxes;1159517,23;1159517,23;0;2015-07-17 00:00:00.000
15745;4350;Provisions - other;888383,11;888383,11;0;2015-07-17 00:00:00.000
15746;5010;Interest payable banks;-15562912,74;-15562912,28;-0,46;2015-07-20 00:00:00.000
15747;5100;Interest payable non-banks;-286614,73;-286614,73;0;2015-07-20 00:00:00.000
15748;5500;Commission payable;-286525,08;-286525,08;0;2015-07-20 00:00:00.000
15749;6000;Wages and salaries;-1726952,41;-1726952,41;0;2015-07-20 00:00:00.000
15750;6100;Social contributions;-204934,67;-204934,67;0;2015-07-20 00:00:00.000
15751;6150;Other personnel expenses;-54262,7;-54262,7;0;2015-07-20 00:00:00.000
15752;6400;Depreciation of intangible and tangible assets;-294998,4;-294998,4;0;2015-07-20 00:00:00.000
15753;6500;Room  maintenance costs and rental fees;-388385,1;-388385,1;0;2015-07-20 00:00:00.000
15754;6600;Office operating costs;-396515,57;-396515,57;0;2015-07-20 00:00:00.000
15755;6700;Administrative expenses;-355269,59;-355419,59;150;2015-07-20 00:00:00.000
15756;6870;Security expenses;0;-1120;1120;2015-07-20 00:00:00.000
15757;6900;Taxes on income and profit;-1709800,22;-1709800,22;0;2015-07-20 00:00:00.000
15758;6950;Other taxes;-146504,26;-146504,26;0;2015-07-20 00:00:00.000
15759;7010;Interest income banks;43028577,75;43043260,08;-14682,33;2015-07-20 00:00:00.000
15760;7100;Interest income non-banks;4218346,52;4218346,52;0;2015-07-20 00:00:00.000
15761;7210;Interest income floating rate securities;50063,84;50063,84;0;2015-07-20 00:00:00.000
15762;7300;Interest-related income;108859,44;108859,44;0;2015-07-20 00:00:00.000
15763;7500;Commission income documentary business;280442,44;279537,44;905;2015-07-20 00:00:00.000
15764;7600;Commission income payments;1371284,58;1371229,26;55,32;2015-07-20 00:00:00.000
15765;7650;Other commission incomes;7991,2;7991,2;0;2015-07-20 00:00:00.000
15766;7700;Other operating income;90369,32;90219,32;150;2015-07-20 00:00:00.000
15767;7850;Foreign exchange income;-19260702,23;-19260702,23;0;2015-07-20 00:00:00.000
15768;7870;Securities income;-1120;0;-1120;2015-07-20 00:00:00.000
15769;10;Cash box;-661,38;-661,38;0;2015-07-20 00:00:00.000
15770;2500;Intangible assets;-191196,53;-191196,53;0;2015-07-20 00:00:00.000
15771;2600;Fixed assets;-257135,7;-257135,7;0;2015-07-20 00:00:00.000
15772;2850;Accrued income;-166488,47;-166488,47;0;2015-07-20 00:00:00.000
15773;4110;Other liabilities;66637471,69;66637471,69;0;2015-07-20 00:00:00.000
15774;4200;Deferred income;137286,44;137286,44;0;2015-07-20 00:00:00.000
15775;4300;Provisions - taxes;1159517,23;1159517,23;0;2015-07-20 00:00:00.000
15776;4350;Provisions - other;888383,11;888383,11;0;2015-07-20 00:00:00.000
