ID;LineNr;CCB_Category;Blank1;AccountingCode;Source_account;Eight_digit_Number;Account_name;Level_3_Account_Code_COA_natural_account_code;Level_3_Account_Name;Account_change_status;PBC_No;blank;Amount_In_Management_Statement
8217;51;业务及管理费 Business and management expense;NULL;NULL;73440;73440000;车辆维修费 Maintenance- Motor vehicles;655004;车辆维修费 Maintenance- Motor vehicles;1512新增 Added;NULL;NULL;0
8218;51;业务及管理费 Business and management expense;NULL;NULL;78304;78304000;车辆年检费 Maintenance- Motor vehicles ;655006;车辆年检费 Maintenance- Motor vehicles ;1512新增 Added;NULL;NULL;0
8219;51;业务及管理费 Business and management expense;NULL;NULL;78114;78114000;车辆险 Insurance- MV ;655007;车辆险 Insurance- MV ;1512新增 Added;NULL;NULL;8492,94
8220;51;业务及管理费 Business and management expense;NULL;NULL;73170;73170000;车辆租赁费 Hire of motor vehicles;655009;车辆租赁费 Hire of motor vehicles;1512新增 Added;38,7;NULL;2329,12
8221;51;业务及管理费 Business and management expense;NULL;NULL;78305;78305000;交通费 Transportation;655261;交通费 Transportation;1111新增 Added, 1512新增 Added;NULL;NULL;0
8222;51;业务及管理费 Business and management expense;NULL;NULL;73210;73210000;办公设备折旧费 Depn- Furniture & equipments;655463;办公设备折旧费 Depn- Furniture & equipment;1512新增 Added;14;NULL;0
8223;51;业务及管理费 Business and management expense;NULL;NULL;73270;73270000;办公室装置折旧费 Depn- fixture   ;655464;办公室装置折旧费 Depn- fixture   ;1512新增 Added;14;NULL;0
8224;51;业务及管理费 Business and management expense;NULL;NULL;73265;73265000;小额资产折旧费 Depreciation for low value fixed & intangible assets（FF）;655465;小额资产折旧费 Depreciation for low value fixed & intangible assets（FF）;1112新增 Added, 1512新增 Added;NULL;NULL;0
8225;51;业务及管理费 Business and management expense;NULL;NULL;73260;73260000;其它固定资产折旧费 Depn- Other fixed assets;655601;其他固定资产折旧费 Depn- Other fixed assets;1512新增 Added;14;NULL;22313,23
8226;51;业务及管理费 Business and management expense;NULL;NULL;73410;73410000;零星办公用具 Min add & renewal- F&F, Eqt & MV  ;655603;零星办公用具 Min add & renewal- F&F, Eqt & MV  ;1512新增 Added;NULL;NULL;0
8227;51;业务及管理费 Business and management expense;NULL;NULL;73180;73180000;其它设备租赁费 Hire of other equipments;655605;其他设备租赁费 Hire of equipment;1512新增 Added;38,7;NULL;694,92
8228;51;业务及管理费 Business and management expense;NULL;NULL;73120;73120000;其它办公设备租赁费 Hire of office equipments   ;655661;其它办公设备租赁费 Hire of office equipment   ;1512新增 Added;38,7;NULL;0
8229;51;业务及管理费 Business and management expense;NULL;NULL;73420;73420000;其它设备维修费 Maintenance- F&F, non-computer eqt;655662;其它设备维修费 Maintenance- F&F, non-computer eqt;1512新增 Added;NULL;NULL;5216,58
8230;51;业务及管理费 Business and management expense;NULL;NULL;78113;78113000;其它设备保险费 Insurance- equipments;655745;其他设备保险费 Insurance- Other equ;1512新增 Added;NULL;NULL;0
8231;51;业务及管理费 Business and management expense;NULL;NULL;78101;78101000;广告费 Advertising;656001;广告费 Advertising;1512新增 Added;NULL;NULL;10148,89
8232;51;业务及管理费 Business and management expense;NULL;NULL;78102;78102000;宣传费 Promotional materials & marketing ac ;656104;其他宣传费 Other promotional materials & marketing ac ;1512新增 Added;NULL;NULL;3327,51
8233;51;业务及管理费 Business and management expense;NULL;NULL;76121;76121000;市场拓展境内差旅费 Local travelling- Marketing ;656202;市场拓展境内差旅费 Local travelling- Marketing ;1512新增 Added;NULL;NULL;4166,17
8234;51;业务及管理费 Business and management expense;NULL;NULL;76171;76171000;市场拓展境外差旅费 Overseas travelling- Marketing;656203;市场拓展境外差旅费 Overseas travelling- Marketing;1512新增 Added;NULL;NULL;67429,75
8235;51;业务及管理费 Business and management expense;NULL;NULL;76200;76200000;市场拓展招待费 Entertainment   ;656204;市场拓展招待费 Entertainment   ;1512新增 Added;NULL;NULL;6816,16
8236;51;业务及管理费 Business and management expense;NULL;NULL;74101;74101000;诉讼受理费 Legal fees- Court;657001;诉讼受理费 Legal fees- Court;1512新增 Added;NULL;NULL;0
8237;51;业务及管理费 Business and management expense;NULL;NULL;74102;74102000;律师代理费 Legal fees- Lawyer ;657002;律师代理费 Legal fees- Lawyer;1512新增 Added;NULL;NULL;0
8238;51;业务及管理费 Business and management expense;NULL;NULL;74200;74200000;咨询费 Consultancy fees  ;657201;咨询费 Consultancy fees  ;1512新增 Added;NULL;NULL;123479,15
8239;51;业务及管理费 Business and management expense;NULL;NULL;74500;74500000;税务咨询费 Secretarial & tax fees  ;657261;税务咨询费 Secretarial & tax fees  ;1512新增 Added;NULL;NULL;0
8240;51;业务及管理费 Business and management expense;NULL;NULL;74900;74900000;其它咨询费 Other professional fees;657262;其他咨询费 Other Consultancy fees;1512新增 Added;NULL;NULL;0
8241;51;业务及管理费 Business and management expense;NULL;NULL;74300;74300000;审计费  Audit fee      ;657301;审计费  Audit fee      ;1512新增 Added;NULL;NULL;51314,52
8242;51;业务及管理费 Business and management expense;NULL;NULL;71980;71980000;员工招聘费用 Staff recruitment expenses;658001;员工招聘费用 Staff recruitment expenses;1512新增 Added;NULL;NULL;0
8243;51;业务及管理费 Business and management expense;NULL;NULL;76122;76122000;员工培训境内差旅费 Local travelling- Staff training    ;658201;员工培训境内差旅费 Local travelling- Staff training    ;1512新增 Added;NULL;NULL;0
8244;51;业务及管理费 Business and management expense;NULL;NULL;76172;76172000;员工培训境外差旅费 overseas travelling- Staff training      ;658202;员工培训境外差旅费 overseas travelling- Staff training      ;1512新增 Added;NULL;NULL;0
8245;51;业务及管理费 Business and management expense;NULL;NULL;77100;77100000;办公用品费 Stationery       ;658801;办公用品费 Stationery       ;1512新增 Added;NULL;NULL;1765,3
8246;51;业务及管理费 Business and management expense;NULL;NULL;75100;75100000;邮政费 Postage          ;658901;邮递费 Mail charges;1512新增 Added;NULL;NULL;4819,76
8247;51;业务及管理费 Business and management expense;NULL;NULL;72260;72260000;其它税金 Other taxes;659102;其他税 Surcharges;1512新增 Added;NULL;NULL;152143,99
8248;51;业务及管理费 Business and management expense;NULL;NULL;74700;74700000;营业执照年检费 Business registration fee    ;659301;营业执照年检费 Business registration fee    ;1512新增 Added;NULL;NULL;0
8249;51;业务及管理费 Business and management expense ;NULL;NULL;72401;72401000;钞币运送费 Money transportation expenses;659601;钞币运送服务费 Money transportation service expenses;NULL;NULL;NULL;0
8250;51;业务及管理费 Business and management expense ;NULL;NULL;72402;72402000;钞币管理费 Cash management expenses;659602;钞币管理服务费 Cash management service expenses;NULL;NULL;NULL;0
8251;51;业务及管理费 Business and management expense ;NULL;NULL;76123;76123000;行政境内差旅费 Local travelling- Administrative    ;660001;行政境内差旅费 Local travelling- Administrative    ;1512新增 Added;NULL;NULL;0
8252;51;业务及管理费 Business and management expense ;NULL;NULL;76173;76173000;行政境外差旅费 Overseas travelling- Administrative    ;660002;行政境外差旅费 Overseas travelling- Administrative    ;1512新增 Added;NULL;NULL;0
8253;51;业务及管理费 Business and management expense ;NULL;NULL;74600;74600000;会议费 Board expenses;660101;会议费 Board expenses;1512新增 Added;NULL;NULL;0
8254;51;业务及管理费 Business and management expense ;NULL;NULL;76500;76500000;会籍费 Club Membership;660161;会籍费 Club Membership;1512新增 Added;NULL;NULL;205766,99
8255;51;业务及管理费 Business and management expense ;NULL;NULL;76300;76300000;招待费- 非市场拓展 Entertainment- Reception  ;660201;招待费 Entertainment;1512新增 Added;NULL;NULL;55713,23
8256;51;业务及管理费 Business and management expense ;NULL;NULL;78501;78501000;书报资料订阅费 Newspapers & periodicals      ;660301;书报资料订阅费 Newspapers & periodicals      ;1512新增 Added;NULL;NULL;2015,84
8257;51;业务及管理费 Business and management expense ;NULL;NULL;73140;73140000;租用路透社 Hire of Reuters ;660302;电子信息订阅费 Newspapers & periodicals- Electronic    ;1512新增 Added;NULL;NULL;79272,39
8258;51;业务及管理费 Business and management expense ;NULL;NULL;73150;73150000;租用德励 Hire of Telerate   ;660302;电子信息订阅费 Newspapers & periodicals- Electronic    ;1512新增 Added;NULL;NULL;0
8259;51;业务及管理费 Business and management expense ;NULL;NULL;73160;73160000;租用彭博 Hire of Bloomberg      ;660302;电子信息订阅费 Newspapers & periodicals- Electronic    ;1512新增 Added;NULL;NULL;28542,4
8260;51;业务及管理费 Business and management expense ;NULL;NULL;73161;73161000;租用其他第三方信息 Hire of other third party information;660302;电子信息订阅费 Newspapers & periodicals- Electronic    ;1111新增 Added, 1512新增 Added;NULL;NULL;0
8261;51;业务及管理费 Business and management expense ;NULL;NULL;78502;78502000;电子信息订阅费 Newspapers & periodicals- Electronic    ;660302;电子信息订阅费 Newspapers & periodicals- Electronic    ;1512新增 Added;NULL;NULL;0
8262;51;业务及管理费 Business and management expense ;NULL;NULL;76124;76124000;科技研发非合同性境内差旅费 Local travelling- Research;661101;科技研发非合同性境内差旅费 Local travelling- Research;1512新增 Added;NULL;NULL;0
8263;51;业务及管理费 Business and management expense ;NULL;NULL;76174;76174000;科技研发非合同性境外差旅费 overseas travelling- Research;661102;科技研发非合同性境外差旅费 overseas travelling- Research;1512新增 Added;NULL;NULL;0
8264;51;业务及管理费 Business and management expense ;NULL;NULL;73235;73235000;软件使用权摊销费 Depn- software cost   ;662217;软件使用权摊销费 Depn- software cost   ;1512新增 Added;17;NULL;56889,47
8265;51;业务及管理费 Business and management expense ;NULL;NULL;73236;73236000;艺术品折旧费 Depn- Art work;662261;艺术品折旧费 Depn- Art work;1111新增 Added, 1512新增 Added;NULL;NULL;0
8266;51;业务及管理费 Business and management expense ;NULL;NULL;72930;72930000;安防其它费用 Security services   ;658409;安防其它费用 Security services   ;NULL;NULL;NULL;0
8267;51;业务及管理费 Business and management expense ;NULL;NULL;74103;74103000;其它费 Legal fees- Others ;657009;其它费 Legal fees- Others ;NULL;NULL;NULL;0
8268;51;业务及管理费 Business and management expense ;NULL;NULL;72403;72403000;钞币安保费 Cash safeguard expenses;663101;钞币安保费 Cash safeguard expenses;1512新增 Added;NULL;NULL;0
8269;51;业务及管理费 Business and management expense ;NULL;NULL;72404;72404000;其他钞币费用 Other expenses for cash transaction;663102;其他钞币费用 Other expenses for cash transaction;1512新增 Added;NULL;NULL;0
8270;51;业务及管理费 Business and management expense ;NULL;NULL;75200;75200000;速递费 Courier Charges      ;663103;速递费 Courier Charges      ;1512新增 Added;NULL;NULL;13639,39
8271;51;业务及管理费 Business and management expense ;NULL;NULL;75300;75300000;电报 Telegraph               ;663104;电报 Telegraph               ;1512新增 Added;NULL;NULL;0
8272;NULL;NULL;NULL;NULL;75301;75301000;SWIFT服务费 SWIFT Services;663105;SWIFT服务费 SWIFT Services;1111新增 Added, 1512新增 Added;NULL;NULL;27687,97
8273;51;业务及管理费 Business and management expense ;NULL;NULL;75500;75500000;电话月租费 Telephone monthly rental;663106;本地电话费 Telephone- Local;1512新增 Added;NULL;NULL;16673,42
8274;51;业务及管理费 Business and management expense ;NULL;NULL;75510;75510000;家用电话费用 Telephone- House    ;663107;家用电话费用 Telephone- House    ;1512新增 Added;NULL;NULL;0
8275;51;业务及管理费 Business and management expense ;NULL;NULL;75600;75600000;长途电话费用 IDD charge             ;663108;长途电话费用 IDD charge             ;1512新增 Added;NULL;NULL;0
8276;51;业务及管理费 Business and management expense ;NULL;NULL;75610;75610000;家用长途电话费用 IDD- House;663109;家用长途电话费用 IDD- House;1512新增 Added;NULL;NULL;0
8277;51;业务及管理费 Business and management expense ;NULL;NULL;75700;75700000;传真费 Fax charge ;663110;传真费 Fax charge ;1512新增 Added;NULL;NULL;0
8278;51;业务及管理费 Business and management expense ;NULL;NULL;75800;75800000;数据信息费 Data information charge;663111;数据信息费 Data information charge;1512新增 Added;NULL;NULL;3506,53
8279;51;业务及管理费 Business and management expense ;NULL;NULL;75900;75900000;其它通讯费 Other communications cost;663112;其它通讯费 Other communications cost;1512新增 Added;NULL;NULL;0
8280;51;业务及管理费 Business and management expense ;NULL;NULL;76400;76400000;市场拓展其他费 Marketing- others;656219;市场拓展其他费 Marketing- others;121205新增 Added;NULL;NULL;0
8281;NULL;以前年度损益调整 Prior period P/Ladjustments;NULL;NULL;79801;79801000;以前年度损益调整 Prior period P/LAdjustments;699011;以前年度损益调整 Prior period P/LAdjustments;NULL;NULL;NULL;0
8282;51;业务及管理费 Business and management expense ;NULL;NULL;77200;77200000;其它印刷费 Printing & publications      ;663113;其它印刷费 Printing & publications      ;1512新增 Added;NULL;NULL;0
8283;51;业务及管理费 Business and management expense ;NULL;NULL;78620;78620110;信用卡其他运行维护费 Card related other operation expense;663114;信用卡其他运行维护费 Card related other operation expense;131030新增 Added, 1512新增 Added;NULL;NULL;0
8284;51;业务及管理费 Business and management expense ;NULL;NULL;79660;79660000;集团内管理费支出 Management fees of Bank;663115;集团内管理费支出 Management fees of Bank;141231新增 Added, 1512新增 Added;NULL;NULL;0
8285;51;业务及管理费 Business and management expense ;NULL;NULL;78600;78600000;低值易耗品支出 Low value consumables  ;663116;低值易耗品支出 Low value consumables  ;1512新增 Added;NULL;NULL;2147,68
8286;51;业务及管理费 Business and management expense ;NULL;NULL;78610;78610000;低值易耗品支出- 家用 Low value consumables- House ;663117;低值易耗品支出–家用 Low value consumables- House ;1512新增 Added;NULL;NULL;0
8287;51;业务及管理费 Business and management expense ;NULL;NULL;79100;79100000;其它业务管理费 Other expenses             ;663118;其它业务管理费 Other expenses             ;1512新增 Added;NULL;NULL;42799,69
8288;51;业务及管理费 Business and management expense ;NULL;NULL;79200;79200000;资料保管调取费 Storage box delivery     ;663119;资料保管调取费 Storage box delivery     ;1512新增 Added;NULL;NULL;0
8289;51;业务及管理费 Business and management expense ;NULL;NULL;71971;71971000;员工培训- 内部 Staff Training- Internal ;663120;内部员工培训 Internal staff training;1512新增 Added;NULL;NULL;0
8290;51;业务及管理费 Business and management expense ;NULL;NULL;72399;72399000;开办费摊销支出 Institution preparatory costs (one-time amortization);663121;开办费摊销支出 Institution preparatory costs (one-time amortization);1512新增 Added;NULL;NULL;0
8291;51;业务及管理费 Business and management expense ;NULL;NULL;79150;79150000;消费与服务税 Goods and services tax expense;663122;消费与服务税 Goods and services tax expense;1112新增 Added, 1512新增 Added;NULL;NULL;0
8292;51;业务及管理费 Business and management expense ;NULL;NULL;79702;79702000;非居民预扣税金 Non- resident withholding tax expense;663123;非居民预扣税金 Non- resident withholding tax expense;1112新增 Added, 1512新增 Added;NULL;NULL;0
8293;51;业务及管理费 Business and management expense ;NULL;NULL;78119;78119000;其它保险费 Insurance- Others  ;663199;其它保险费 Insurance- Others  ;1512新增 Added;NULL;NULL;330224,59
8294;51;业务及管理费 Business and management expense ;NULL;NULL;79701;79701000;机构监管费 Entity regulation fee;665001;机构监管费 Entity regulation fee;1512新增 Added;NULL;NULL;60000
8295;52;资产减值损失 Impairment losses;NULL;NULL;80001;80001000;组合计提贷款减值准备 Collective impairment all'ces- Loan  ;666001;计提贷款损失准备 Provision for losses- Loan;NULL;NULL;NULL;0
8296;52;资产减值损失 Impairment losses;NULL;NULL;80002;80002000;个别减值准备- 贷款 Individual impairment all'ces- Loan;666001;计提贷款损失准备 Provision for losses- Loan;NULL;NULL;NULL;0
8297;52;资产减值损失 Impairment losses;NULL;NULL;80007;80007000;坏账核销- 贷款 Bad debt written off- loan      ;666001;计提贷款损失准备 Provision for losses- Loan;NULL;NULL;NULL;0
8298;NULL;NULL;NULL;NULL;80013;80013000;计提存放同业坏账准备 Provision for bad deposit with bank and non- Bank financial institutions;666002;计提存放同业坏账准备 Provision for bad deposit with bank and non- Bank financial institutions;1111新增 Added;NULL;NULL;0
8299;NULL;NULL;NULL;NULL;80014;80014000;计提其他应收款坏账准备 Provision for bad accounts receivable;666008;计提其他应收款项坏账准备 Provision for bad accounts receivable;1111新增 Added;NULL;NULL;0
8300;52;资产减值损失 Impairment losses;NULL;NULL;80004;80004000;计提持有到期债券减值准备 Individual impair all'ces- Sec HTM;666009;计提持有到期债券减值准备 Individual impair all'ces- Sec HTM;NULL;NULL;NULL;0
8301;52;资产减值损失 Impairment losses;NULL;NULL;80016;80016557;待处理抵债资产减值损失 Impairment losses- Mortgage assets in suspense;666015;计提抵债资产减值准备  Impairment all'ces- Mortgage assets ;131030新增 Added;NULL;NULL;0
8302;52;资产减值损失 Impairment losses;NULL;NULL;80005;80005000;计提可供出售债券减值准备 Individual impairment all'ces- Sec AFS    ;666016;计提可供出售债券减值准备 Individual impairment all'ces- Sec AFS    ;NULL;NULL;NULL;0
8303;52;资产减值损失 Impairment losses;NULL;NULL;80012;80012000;计提可供出售股权投资减值损失 Impairment all'ces- Available-for-sale equity shares;666017;计提可供出售股权投资减值准备 Provision for impairment of available-for-sale equity shares;1106新增 Added;NULL;NULL;0
8304;52;资产减值损失 Impairment losses;NULL;NULL;80006;80006000;计提无形资产减值准备 Individual impairment all'ces- Intangible assets ;666048;计提无形资产减值准备 Individual impairment all'ces- Intangible assets ;NULL;17;NULL;0
8305;NULL;NULL;NULL;NULL;80015;80015000;表外信贷业务资产减值损失 Impairment losses;666061;表外信贷业务资产减值准备 Provision for impairment of off-balance-sheet credit business asset;1112新增 Added;NULL;NULL;0
8306;52;资产减值损失 Impairment losses;NULL;NULL;80003;80003000;组合计提债券减值准备 Collective impairment all'ces- Securities;666067;组合计提债券减值准备 Collective impairment all'ces- Securities;NULL;NULL;NULL;0
8307;52;资产减值损失 Impairment losses;NULL;NULL;80008;80008000;坏账核销- 债务证券 Bad debt written off- Debt sec  ;666068;计提因坏账注销的债券减值准备 Provision for impairment of bonds due to bad debt write off;NULL;NULL;NULL;0
8308;52;资产减值损失 Impairment losses;NULL;NULL;80009;80009000;已核销贷款收回 Loan Recovery;666069;已核销呆账收回 Write off of bad debt recovery ;NULL;NULL;NULL;0
8309;52;资产减值损失 Impairment losses;NULL;NULL;80010;80010000;已核销债券收回 Security Recovery;666070;已核销债券收回 Security Recovery;NULL;NULL;NULL;0
8310;56;营业外支出 Non- Operating expense;NULL;NULL;72380;72380000;资产注销- 装修 Assets written off- Renovation;691002;处置固定资产净损失 Net loss- Disposal of fixed assets;1512新增 Added;NULL;NULL;0
8311;56;营业外支出 Non- Operating expense;NULL;NULL;86002;86002000;处置无形资产净损失 Loss on sale of intangible assets  ;691003;处置无形资产净损失 Loss on sale of intangible assets  ;NULL;NULL;NULL;0
8312;56;营业外支出 Non- Operating expense;NULL;NULL;79301;79301000;公益性捐赠支出 Donation- Approved by HO- Charity;691011;公益性捐赠支出 Donation- Approved by HO- Charity;1512新增 Added;NULL;NULL;0
8313;56;营业外支出 Non- Operating expense;NULL;NULL;79302;79302000;其它捐赠支出 Donation- Approved by HO- Others;691019;其他捐赠支出 Donation- Approved by Head office- Others;1512新增 Added;NULL;NULL;0
8314;56;营业外支出 Non- Operating expense;NULL;NULL;78650;78650000;罚款 Penalty;691023;税收滞纳金及罚款 Tax delay fine&penalty;1512新增 Added;NULL;NULL;0
8315;56;营业外支出 Non- Operating expense;NULL;NULL;86008;86008000;其他营业外支出 Other non- operating expense;691059;其他营业外支出 Other non- operating expense;1112新增 Added;NULL;NULL;0
8316;56;营业外支出 Non- Operating expense;NULL;NULL;86003;86003000;拨备资产注销- 其它 Prov for Asset written- off- Others ;691061;拨备资产注销–其它 Provision for asset written-off- Others ;NULL;NULL;NULL;0
8317;56;营业外支出 Non- Operating expense;NULL;NULL;86005;86005000;亏损- 出售有形资产- 公司设备 Loss on sale of tangible assets- OFF EQT ;691062;处置公司设备资产损失 Loss on sale of office equipment;NULL;NULL;NULL;0
8318;56;营业外支出 Non- Operating expense;NULL;NULL;86004;86004000;亏损- 出售有形资产- 家具及设备,装备 Loss on sale of tangible assets- F&F EQT;691063;处置家具及设备,装备资产损失 Loss on sale of F&F EQT;NULL;NULL;NULL;0
8319;56;营业外支出 Non- Operating expense;NULL;NULL;86006;86006000;亏损- 出售有形资产- 汽车 Loss on sale of tangible assets- MOTOR V;691064;处置汽车资产损失 Loss on sale of motor vehicle;NULL;NULL;NULL;0
8320;56;营业外支出 Non- Operating expense;NULL;NULL;86007;86007000;亏损- 出售有形资产- 计算机 Loss on sale of tangible assets- COMPUTER;691065;处置计算机资产损失 Loss on sale of computer;NULL;NULL;NULL;0
8321;56;营业外支出 Non- Operating expense;NULL;NULL;86000;86000000;资产核销- 家具及夹具，办公室装置和汽车 Assets written off- F&F eqt & MV ;691066;核销家具及夹具，办公室装置和汽车资产 Assets written off- F&F equipment & MV ;NULL;NULL;NULL;0
8322;56;营业外支出 Non- Operating expense;NULL;NULL;86001;86001000;资产核销- 计算器，软件和自动柜员机 Assets written off- Computer,SW,ATM;691067;核销计算器，软件和自动柜员机资产 Assets written off- Computer, software, ATM;NULL;NULL;NULL;0
8323;49;其他业务收入 Other income;NULL;NULL;57530;57530000;总行拨入营运资金利息支出 Interest expense- Long term time deposit- Head Office;692011;系统内管理费支出 Management fees of system;1512新增 Added;NULL;NULL;0
8324;49;其他业务收入 Other income;NULL;NULL;79650;79650000;系统内管理费支出 Management fees of system;692011;系统内管理费支出 Management fees of system;1512新增 Added;NULL;NULL;0
8325;49;其他业务收入 Other income;NULL;NULL;59000;59000976;其他费用支出-内部转移 Other fees paid - internal transfer;692201;其他费用支出-内部转移 Other fees paid- Internal transfer;1512新增 Added;NULL;NULL;0
8326;49;其他业务收入 Other income;NULL;NULL;79600;79600000;支援成本 Recharged support costs     ;692202;支援成本 Recharged support costs     ;1512新增 Added;NULL;NULL;0
8327;49;其他业务收入 Other income;NULL;NULL;79610;79610000;支援成本- 审计分部 Recharged supp costs- Regional Audit     ;692203;支援成本–审计分部 Recharged support costs- Regional Audit     ;1512新增 Added;NULL;NULL;0
8328;49;其他业务收入 Other income;NULL;NULL;79620;79620000;支持成本- 香港支持中心 Recharged support costs- HKITS Centre ;692204;支持成本–香港支持中心 Recharged support costs- HKITS Centre ;1512新增 Added;NULL;NULL;0
8329;43;利息支出 Interest expense;NULL;NULL;57502;57502213;海外分支机构往来账户存款利息支出 Interest expense- Current account- Inter-branch overseas;692321;海外分支机构活期存放款项利息支出 Interest expense- Demand deposit- Oversea inter branch;1512新增 Added;NULL;NULL;45583,64
8330;NULL;NULL;NULL;NULL;57508;57508701;境外系统内定期存款利息支出 Interest paid- Time deposits- Inter-branch overseas;692322;海外分支机构定期存放款项利息支出 Interest expense- Time deposit- Oversea inter branch;1206新增 Added, 1512新增 Added;NULL;NULL;847232,79
8331;43;利息支出 Interest expense;NULL;NULL;57501;57501213;境内系统内往来账户存款利息支出 Interest expense- Current account- Inter-branch in China;692361;境内系统内往来存款利息支出 Interest expense- Current account- Inter branch in China;1512新增 Added;NULL;NULL;0
8332;43;利息支出 Interest expense;NULL;NULL;57503;57503213;总行往来账户存款利息支出 Interest expense- Current account- Head Office;692362;总行往来存款利息支出 Interest expense- Current account- Head office;1512新增 Added;NULL;NULL;0
8333;43;利息支出 Interest expense;NULL;NULL;57504;57504223;境内系统内储蓄账户存款利息支出 Interest expense- Savings account- Inter-branch in China;692363;境内系统内储蓄账户存款利息支出 Interest expense- Savings account- Inter-branch in China;1512新增 Added;NULL;NULL;0
8334;43;利息支出 Interest expense;NULL;NULL;57506;57506223;总行储蓄账户存款利息支出 Interest expense- Savings account- Head Office;692364;总行储蓄账户存款利息支出 Interest expense- Savings account- Head Office;1512新增 Added;NULL;NULL;0
8335;NULL;NULL;NULL;NULL;57507;57507701;境内系统内定期存款利息支出  Interest paid- Time deposits- Inter-branch in china;692365;境内系统内定期存款利息支出  Interest paid- Time deposits- Inter-branch in china;1206新增 Added, 1512新增 Added;NULL;NULL;0
8336;43;利息支出 Interest expense;NULL;NULL;57532;57532353;系统内保证金利息支出 Interest expense- Margin time deposit- Interbranch;692366;系统内提货担保保证金存款利息支出 Interest expense- Margin time deposit- Shipping guarantee- Inter branch;1512新增 Added;NULL;NULL;0
8337;43;利息支出 Interest expense;NULL;NULL;57505;57505223;海外分支机构储蓄账户存款利息支出 Interest expense- Savings account- Inter-branch savings;692367;海外系统内储蓄账户存款利息支出 Interest expense- Savings account- Inter branch overseas;1512新增 Added;NULL;NULL;0
8338;43;利息支出 Interest expense;NULL;NULL;57510;57510731;总行长期拆入款项利息支出 Interest expense- Long term placement from Head Office;692701;总行长期拆入款项利息支出 Interest expense- Long term placement from Head Office;1512新增 Added;NULL;NULL;0
8339;43;利息支出 Interest expense;NULL;NULL;57511;57511731;境内分行拆入款项利息支出 Interest expense- Placement from inter-branch in China;692702;境内系统内拆入款项利息支出 Interest expense- Placement from inter branch in China;1512新增 Added;NULL;NULL;0
8340;43;利息支出 Interest expense;NULL;NULL;57512;57512731;海外分行拆入款项利息支出 Interest expense- Placement from inter-branch overseas;692703;海外系统内拆入款项利息支出 Interest expense- Placement from inter branch overseas;1512新增 Added;NULL;NULL;9790797,42
8341;43;利息支出 Interest expense;NULL;NULL;57513;57513731;总行拆入款项利息支出 Interest expense- Placement from Head Office;692704;总行拆入款项利息支出 Interest expense- Placement from Head Office;1512新增 Added;NULL;NULL;6827411,3
8342;43;利息支出 Interest expense;NULL;NULL;57514;57514731;境外总行拆入利息支出 Interest expense- Off shore placement from Head Office;692705;境外总行拆入利息支出 Interest expense- Off shore placement from Head Office;1512新增 Added;NULL;NULL;0
8343;43;利息支出 Interest expense;NULL;NULL;57531;57531231;存放系统内透支款项利息支出 Interest expense- Nostro account- Inter-branch- Overdraft;692706;存放系统内透支款项利息支出 Interest expense- Nostro account- Inter-branch- Overdraft;1512新增 Added;NULL;NULL;0
8344;57;所得税费用 Income tax;NULL;NULL;89001;89001000;就地缴纳所得税（国税） Taxation (National Tax) ;698011;就地缴纳所得税 Taxation;NULL;NULL;NULL;1349588,74
8345;57;所得税费用 Income tax;NULL;NULL;89003;89003000;递延所得税费用 Deferred taxation           ;698031;递延所得税费用 Deferred taxation           ;NULL;NULL;NULL;0
8346;57;所得税费用 Income tax;NULL;NULL;89004;89004000;预缴所得税 Withholding tax;698062;预缴所得税 Withholding tax;131030新增 Added;NULL;NULL;0
8347;57;所得税费用 Income tax;NULL;NULL;89002;89002000;就地缴纳所得税（地税） Taxation (Local Tax);698063;就地缴纳所得税（地税） Taxation (Local Tax);NULL;NULL;NULL;1186757,67
8348;NULL;表外科目 Off-balance sheet;NULL;NULL;33010;33010350;开出即期信用证(Contra) Customer liability- Open letter of credit at sight;911001;开出即期进口信用证 Customer liability- Open L/C at sight- Import;1111新增 Added, 1512新增 Added;NULL;NULL;0
8349;NULL;表外科目 Off-balance sheet;NULL;NULL;33011;33011350;开出远期信用证(Contra) Customer liability- Open usance letter of credit;911002;开出远期进口信用证 Customer liability- Open usance L/C- Import;1512新增 Added;NULL;NULL;0
8350;NULL;表外科目 Off-balance sheet;NULL;NULL;33012;33012356;开出系统内信用证(Contra) Interbranch liability- Open letter of credit;911061;开出系统内信用证 Interbranch liability- Open letter of credit;1512新增 Added;NULL;NULL;0
8351;NULL;表外科目 Off-balance sheet;NULL;NULL;31510;31510358;开出系统内备用信用证(Contra) Interbranch liability–Standby letter of credit;911062;开出系统内备用信用证 Inter branch liability- Standby L/C;1512新增 Added;38;NULL;0
8352;NULL;表外科目 Off-balance sheet;NULL;NULL;31610;31610358;开出系统内融资性备用信用证 cust liability-Financial Standby LC            ;911063;开出系统内融资性备用信用证 Bank liability- Financial or standby L/C;1512新增 Added;38;NULL;0
8353;NULL;表外科目 Off-balance sheet;NULL;NULL;31611;31611358;开出系统内非融资性备用信用证 Customer liability–Non-Financial Standby letter of credit;911065;开出系统内非融资性备用信用证 Bank liability- Non-financial or standby L/C;1512新增 Added;38;NULL;0
