Date;Time;Event;ProcName;SystemName
30.10.2018;22:55:16;Reconcile INTERNAL-EXTERNAL based on Second Description;NOSTRO ACCOUNT: 1040201256 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:55:16;Reconcile INTERNAL-EXTERNAL based on Description=Supplementary Details External;NOSTRO ACCOUNT: 1040201256 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:55:16;Reconcile INTERNAL-EXTERNAL based on Reference_AccountOwner_IB_Second=Reference Acc. Owner External;NOSTRO ACCOUNT: 1040201256 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:55:16;Reset all Reconciled Bookings to N if Value Date>Current Reconciliation Date;NOSTRO ACCOUNT: 1040201256 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:55:16;UPDATE all EXTERNAL Bookings related to the INTERNAL Reconciled;NOSTRO ACCOUNT: 1040201256 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:55:16;Insert all SEPA CREDIT + DEBIT BULKS to #Temp_SEPA_RECON_BULK_Temp;NOSTRO ACCOUNT: 1040201256 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:55:16;Delete Duplicates in #Temp_SEPA_RECON_BULK_Temp;NOSTRO ACCOUNT: 1040201256 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:55:16;Insert SEPA CREDIT + DEBIT ITEMS in #Temp_SEPA_RECON_ITEMS_Temp;NOSTRO ACCOUNT: 1040201256 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:55:16;Delete Duplicates in #Temp_SEPA_RECON_ITEMS_Temp;NOSTRO ACCOUNT: 1040201256 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:55:16;Reconcile SEPA DIRECT DEBITS;NOSTRO ACCOUNT: 1040201256 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:55:16;Set Reconciliation Tags to Y to NOSTRO_ACC_RECONCILIATIONS_OPEN for all reconciled SEPA DIRECT DEBITS;NOSTRO ACCOUNT: 1040201256 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:55:16;Reconcile SEPA CREDITS;NOSTRO ACCOUNT: 1040201256 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:55:16;Set Reconciliation Tags to Y to NOSTRO_ACC_RECONCILIATIONS_OPEN for all reconciled SEPA CREDITS;NOSTRO ACCOUNT: 1040201256 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:55:16;Insert Last Unreconciled Internal Bookings with the same Reference (ONLY BUNDESBANK Postings);NOSTRO ACCOUNT: 1040201256 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:55:16;Insert Last Unreconciled External Bookings with the same Reference (ONLY BUNDESBANK Postings);NOSTRO ACCOUNT: 1040201256 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:55:16;Set Reconciled=AccountNr_INTERNAL+N+CounterNr in #Temp_NOSTRO_ACC_RECONCILIATIONS_Temp;NOSTRO ACCOUNT: 1040201256 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:55:16;Check if Count INTERNAL+EXTERNAL Bookings is equal in #Temp_NOSTRO_ACC_RECONCILIATIONS_Temp and start Reconcile;NOSTRO ACCOUNT: 1040201256 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:55:16;Insert Last Unreconciled Bookings with the different Reference (ONLY BUNDESBANK Postings)-ABS(Amount1)=ABS(Amount2);NOSTRO ACCOUNT: 1040201256 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:55:16;Reconcile with ID_1 in NOSTRO_ACC_RECONCILIATION_OPEN from #Temp_NOSTRO_ACC_RECONCILIATIONS_INTERNAL_Temp;NOSTRO ACCOUNT: 1040201256 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:55:16;Reconcile with ID_2 in NOSTRO_ACC_RECONCILIATION_OPEN from #Temp_NOSTRO_ACC_RECONCILIATIONS_INTERNAL_Temp;NOSTRO ACCOUNT: 1040201256 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:55:16;Insert Reconciled Postings to NOSTRO_ACC_RECONCILIATIONS from NOSTRO_ACC_RECONCILIATIONS_OPEN;NOSTRO ACCOUNT: 1040201256 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:55:16;Set Reconciled BookingsNr=0 where Reconciled Booking Nr. not in 1,2,3,4,5;NOSTRO ACCOUNT: 1040201256 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:55:16;Set Reconciled BookingsNr=Min+1 where Reconciled Booking Nr.=0;NOSTRO ACCOUNT: 1040201256 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:55:16;Recognize Wrong Reconciliations and insert them to #Temp_FALSE_RECONCILIATIONS_Temp;NOSTRO ACCOUNT: 1040201256 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:55:16;Insert Wrong Reconciliations to NOSTRO_ACC_RECONCILIATIONS_OPEN;NOSTRO ACCOUNT: 1040201256 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:55:16;Delete Wrong reconciliations in NOSTRO_ACC_RECONCILIATIONS;NOSTRO ACCOUNT: 1040201256 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:55:17;Delete Reconclied Postings in NOSTRO_ACC_RECONCILIATIONS_OPEN;NOSTRO ACCOUNT: 1040201256 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:55:17;Delete insuficiant Data in NOSTRO_ACC_RECONCILIATIONS_OPEN;NOSTRO ACCOUNT: 1040201256 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:55:17;Update Reference_AccountOwner_IB_First,Reference_AccountOwner_IB_Second in NOSTRO_ACC_RECONCILIATIONS_OPEN;NOSTRO ACCOUNT: 1040201256 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:55:17;Define SEPA CREDIT BULKS in NOSTRO_ACC_RECONCILIATION_OPEN;NOSTRO ACCOUNT: 1040201256 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:55:17;Define SEPA DEBIT BULKS in NOSTRO_ACC_RECONCILIATION_OPEN;NOSTRO ACCOUNT: 1040201256 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:55:17;Define SEPA CREDIT ITEMS in NOSTRO_ACC_RECONCILIATION_OPEN;NOSTRO ACCOUNT: 1040201256 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:55:17;Define SEPA DEBIT ITEMS in NOSTRO_ACC_RECONCILIATION_OPEN;NOSTRO ACCOUNT: 1040201256 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:55:17;Drop all Temporary Tables;NOSTRO ACCOUNT: 1040201256 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:55:17;Release Users to enter the NOSTRO RECONCILIATIONS FORMS;NOSTRO ACCOUNT: 1040201256 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:55:17;The Automatic Reconciliation for Nostro Account: 1040201256  is finished;NOSTRO ACCOUNT: 1040201256 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:55:17;Starting Automatic Nostro Reconciliation for Account: 1040200836;NOSTRO ACCOUNT: 1040200836 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:55:17;Delete all Postings from NOSTRO_ACC_RECON_NEW_EXTERNAL_BOOKINGS if reconciled in SWIFT ACC STATEMENTS or included in NOSTRO RECONCILIATIONS OPEN;NOSTRO ACCOUNT: 1040200836 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:55:17;Check if new Bookings exist for Account: 1040200836;NOSTRO ACCOUNT: 1040200836 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:55:48;54 bookings fund for Account: 1040200836;NOSTRO ACCOUNT: 1040200836 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:55:48;Check if Reconciliation allready exists on 29.10.2018 for Account: 1040200836;NOSTRO ACCOUNT: 1040200836 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:55:50;Reconciliation not exist on 29.10.2018 for Account: 1040200836;NOSTRO ACCOUNT: 1040200836 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:55:50;Block Users to enter the NOSTRO RECONCILIATIONS FORMS;NOSTRO ACCOUNT: 1040200836 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:55:50;Drop Temporary Tables if Present;NOSTRO ACCOUNT: 1040200836 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:55:50;Create Temporary Table:#Temp_NOSTRO_ACC_RECONCILIATIONS_Temp;NOSTRO ACCOUNT: 1040200836 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:55:50;Create Temporary Table:#Temp_NOSTRO_ACC_RECONCILIATIONS_INTERNAL_Temp;NOSTRO ACCOUNT: 1040200836 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:55:50;Create Temporary Table:#Temp_FALSE_RECONCILIATIONS_Temp;NOSTRO ACCOUNT: 1040200836 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:55:50;Create Temporary Table:#Temp_SEPA_RECON_BULK_Temp;NOSTRO ACCOUNT: 1040200836 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:55:50;Create Temporary Table:#Temp_SEPA_RECON_ITEMS_Temp;NOSTRO ACCOUNT: 1040200836 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:55:50;Create Temporary Table:#Temp_SEPA_RECONS;NOSTRO ACCOUNT: 1040200836 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:55:50;Delete Current Date from NOSTRO_ACCOUNT_RECONCILIATIONS for specific NOSTRO ACCOUNT;NOSTRO ACCOUNT: 1040200836 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:55:50;Insert Last Open Items to Reconciliation History;NOSTRO ACCOUNT: 1040200836 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:55:50;Insert all INTERNAL Bookings (Open and New) to NOSTRO_ACC_RECONCILIATION_OPEN;NOSTRO ACCOUNT: 1040200836 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:56:06;Insert Reference Code in Description if Description is NULL (Empty);NOSTRO ACCOUNT: 1040200836 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:56:06;Update NOSTRO_ACC_RECON_NEW_EXTERNAL_BOOKINGS with Internal Account and Nostro Name;NOSTRO ACCOUNT: 1040200836 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:56:06;Insert all EXTERNAL Bookings (Open and New) to NOSTRO_ACC_RECONCILIATION_OPEN and Update Reconciliation Date=RiskDate;NOSTRO ACCOUNT: 1040200836 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:56:08;Update BookingRoute,ID_IB,Booking Date,Value Date,CCY, Amount, Description for all Items with Booking Route=EXTERNAL;NOSTRO ACCOUNT: 1040200836 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:56:08;Define SEPA CREDIT BULKS in NOSTRO_ACC_RECONCILIATION_OPEN;NOSTRO ACCOUNT: 1040200836 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:56:08;Define SEPA DEBIT BULKS in NOSTRO_ACC_RECONCILIATION_OPEN;NOSTRO ACCOUNT: 1040200836 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:56:08;Define SEPA CREDIT ITEMS in NOSTRO_ACC_RECONCILIATION_OPEN;NOSTRO ACCOUNT: 1040200836 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:56:08;Define SEPA DEBIT ITEMS in NOSTRO_ACC_RECONCILIATION_OPEN;NOSTRO ACCOUNT: 1040200836 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:56:08;Reconcile Internal bookings first (ONLY TRF BAL - TRANSFER BALANCES);NOSTRO ACCOUNT: 1040200836 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:56:08;Reconcile INTERNAL-EXTERNAL based on First Description;NOSTRO ACCOUNT: 1040200836 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:56:08;Reconcile INTERNAL-EXTERNAL based on Second Description;NOSTRO ACCOUNT: 1040200836 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:56:08;Reconcile INTERNAL-EXTERNAL based on Description=Supplementary Details External;NOSTRO ACCOUNT: 1040200836 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:56:08;Reconcile INTERNAL-EXTERNAL based on Reference_AccountOwner_IB_Second=Reference Acc. Owner External;NOSTRO ACCOUNT: 1040200836 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:56:08;Reset all Reconciled Bookings to N if Value Date>Current Reconciliation Date;NOSTRO ACCOUNT: 1040200836 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:56:08;UPDATE all EXTERNAL Bookings related to the INTERNAL Reconciled;NOSTRO ACCOUNT: 1040200836 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:56:08;Insert all SEPA CREDIT + DEBIT BULKS to #Temp_SEPA_RECON_BULK_Temp;NOSTRO ACCOUNT: 1040200836 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:56:08;Delete Duplicates in #Temp_SEPA_RECON_BULK_Temp;NOSTRO ACCOUNT: 1040200836 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:56:08;Insert SEPA CREDIT + DEBIT ITEMS in #Temp_SEPA_RECON_ITEMS_Temp;NOSTRO ACCOUNT: 1040200836 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:56:08;Delete Duplicates in #Temp_SEPA_RECON_ITEMS_Temp;NOSTRO ACCOUNT: 1040200836 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:56:08;Reconcile SEPA DIRECT DEBITS;NOSTRO ACCOUNT: 1040200836 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:56:08;Set Reconciliation Tags to Y to NOSTRO_ACC_RECONCILIATIONS_OPEN for all reconciled SEPA DIRECT DEBITS;NOSTRO ACCOUNT: 1040200836 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:56:08;Reconcile SEPA CREDITS;NOSTRO ACCOUNT: 1040200836 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:56:08;Set Reconciliation Tags to Y to NOSTRO_ACC_RECONCILIATIONS_OPEN for all reconciled SEPA CREDITS;NOSTRO ACCOUNT: 1040200836 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:56:08;Insert Last Unreconciled Internal Bookings with the same Reference (ONLY BUNDESBANK Postings);NOSTRO ACCOUNT: 1040200836 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:56:08;Insert Last Unreconciled External Bookings with the same Reference (ONLY BUNDESBANK Postings);NOSTRO ACCOUNT: 1040200836 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:56:08;Set Reconciled=AccountNr_INTERNAL+N+CounterNr in #Temp_NOSTRO_ACC_RECONCILIATIONS_Temp;NOSTRO ACCOUNT: 1040200836 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:56:08;Check if Count INTERNAL+EXTERNAL Bookings is equal in #Temp_NOSTRO_ACC_RECONCILIATIONS_Temp and start Reconcile;NOSTRO ACCOUNT: 1040200836 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:56:08;Insert Last Unreconciled Bookings with the different Reference (ONLY BUNDESBANK Postings)-ABS(Amount1)=ABS(Amount2);NOSTRO ACCOUNT: 1040200836 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:56:08;Reconcile with ID_1 in NOSTRO_ACC_RECONCILIATION_OPEN from #Temp_NOSTRO_ACC_RECONCILIATIONS_INTERNAL_Temp;NOSTRO ACCOUNT: 1040200836 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:56:08;Reconcile with ID_2 in NOSTRO_ACC_RECONCILIATION_OPEN from #Temp_NOSTRO_ACC_RECONCILIATIONS_INTERNAL_Temp;NOSTRO ACCOUNT: 1040200836 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:56:08;Insert Reconciled Postings to NOSTRO_ACC_RECONCILIATIONS from NOSTRO_ACC_RECONCILIATIONS_OPEN;NOSTRO ACCOUNT: 1040200836 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:56:08;Set Reconciled BookingsNr=0 where Reconciled Booking Nr. not in 1,2,3,4,5;NOSTRO ACCOUNT: 1040200836 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:56:08;Set Reconciled BookingsNr=Min+1 where Reconciled Booking Nr.=0;NOSTRO ACCOUNT: 1040200836 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:56:09;Recognize Wrong Reconciliations and insert them to #Temp_FALSE_RECONCILIATIONS_Temp;NOSTRO ACCOUNT: 1040200836 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:56:09;Insert Wrong Reconciliations to NOSTRO_ACC_RECONCILIATIONS_OPEN;NOSTRO ACCOUNT: 1040200836 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:56:09;Delete Wrong reconciliations in NOSTRO_ACC_RECONCILIATIONS;NOSTRO ACCOUNT: 1040200836 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:56:09;Delete Reconclied Postings in NOSTRO_ACC_RECONCILIATIONS_OPEN;NOSTRO ACCOUNT: 1040200836 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:56:09;Delete insuficiant Data in NOSTRO_ACC_RECONCILIATIONS_OPEN;NOSTRO ACCOUNT: 1040200836 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:56:09;Update Reference_AccountOwner_IB_First,Reference_AccountOwner_IB_Second in NOSTRO_ACC_RECONCILIATIONS_OPEN;NOSTRO ACCOUNT: 1040200836 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:56:09;Define SEPA CREDIT BULKS in NOSTRO_ACC_RECONCILIATION_OPEN;NOSTRO ACCOUNT: 1040200836 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:56:09;Define SEPA DEBIT BULKS in NOSTRO_ACC_RECONCILIATION_OPEN;NOSTRO ACCOUNT: 1040200836 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:56:09;Define SEPA CREDIT ITEMS in NOSTRO_ACC_RECONCILIATION_OPEN;NOSTRO ACCOUNT: 1040200836 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:56:09;Define SEPA DEBIT ITEMS in NOSTRO_ACC_RECONCILIATION_OPEN;NOSTRO ACCOUNT: 1040200836 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:56:09;Drop all Temporary Tables;NOSTRO ACCOUNT: 1040200836 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:56:09;Release Users to enter the NOSTRO RECONCILIATIONS FORMS;NOSTRO ACCOUNT: 1040200836 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:56:09;The Automatic Reconciliation for Nostro Account: 1040200836  is finished;NOSTRO ACCOUNT: 1040200836 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:56:09;Starting Automatic Nostro Reconciliation for Account: 1039201854;NOSTRO ACCOUNT: 1039201854 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:56:09;Delete all Postings from NOSTRO_ACC_RECON_NEW_EXTERNAL_BOOKINGS if reconciled in SWIFT ACC STATEMENTS or included in NOSTRO RECONCILIATIONS OPEN;NOSTRO ACCOUNT: 1039201854 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:56:09;Check if new Bookings exist for Account: 1039201854;NOSTRO ACCOUNT: 1039201854 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:56:25;There are no new Bookings for Account: 1039201854;NOSTRO ACCOUNT: 1039201854 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:56:25;The Automatic Reconciliation for Nostro Account: 1039201854  is finished;NOSTRO ACCOUNT: 1039201854 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:56:25;Starting Automatic Nostro Reconciliation for Account: 1010201200;NOSTRO ACCOUNT: 1010201200 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:56:25;Delete all Postings from NOSTRO_ACC_RECON_NEW_EXTERNAL_BOOKINGS if reconciled in SWIFT ACC STATEMENTS or included in NOSTRO RECONCILIATIONS OPEN;NOSTRO ACCOUNT: 1010201200 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:56:25;Check if new Bookings exist for Account: 1010201200;NOSTRO ACCOUNT: 1010201200 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:56:40;There are no new Bookings for Account: 1010201200;NOSTRO ACCOUNT: 1010201200 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:56:40;The Automatic Reconciliation for Nostro Account: 1010201200  is finished;NOSTRO ACCOUNT: 1010201200 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:56:40;Starting Automatic Nostro Reconciliation for Account: 1010201100;NOSTRO ACCOUNT: 1010201100 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:56:40;Delete all Postings from NOSTRO_ACC_RECON_NEW_EXTERNAL_BOOKINGS if reconciled in SWIFT ACC STATEMENTS or included in NOSTRO RECONCILIATIONS OPEN;NOSTRO ACCOUNT: 1010201100 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:56:40;Check if new Bookings exist for Account: 1010201100;NOSTRO ACCOUNT: 1010201100 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:56:56;There are no new Bookings for Account: 1010201100;NOSTRO ACCOUNT: 1010201100 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
